model_name;word;phoneme;freq_phoneme;valence;arousal;dominance;sum_vad;first_syllable;classifier;f1;accuracy;recall;precision;log_loss;cross_entropy;classification;confusion;sample_train;sample_test;time_processing
WordPhonemeFreq@0011@All;1;1;1;0;0;1;1;0;RandomForest;87.4;87.35;87.35;87.81;0.62;0.04;"              precision    recall  f1-score   support

          -1       0.85      0.93      0.89        73
           0       0.99      0.90      0.94        73
           1       0.92      0.90      0.91        73

    accuracy                           0.91       219
   macro avg       0.92      0.91      0.91       219
weighted avg       0.92      0.91      0.91       219
";"[[68  5  7]
 [ 1 66  0]
 [ 4  2 66]]";"Sample train:[(-1, 732), (0, 318), (1, 400)]
RandomOverSampler train:[(-1, 732), (0, 732), (1, 732)]";;0 hour:2 min:30 sec
WordPhonemeFreq@0011@One;1;1;1;0;0;1;1;1;RandomForest;87.28;87.22;87.22;87.75;0.62;0.04;"              precision    recall  f1-score   support

          -1       0.81      0.96      0.88        73
           0       0.98      0.89      0.94        73
           1       0.93      0.85      0.89        73

    accuracy                           0.90       219
   macro avg       0.91      0.90      0.90       219
weighted avg       0.91      0.90      0.90       219
";"[[70  6 10]
 [ 0 65  1]
 [ 3  2 62]]";"Sample train:[(-1, 732), (0, 318), (1, 400)]
RandomOverSampler train:[(-1, 732), (0, 732), (1, 732)]";;0 hour:2 min:31 sec
WordPhonemeFreq@0100@All;1;1;1;0;1;0;0;0;SVM;67.27;67.17;67.17;67.72;0.76;0.12;"              precision    recall  f1-score   support

          -1       0.70      0.71      0.71        73
           0       0.60      0.56      0.58        73
           1       0.77      0.81      0.79        73

    accuracy                           0.69       219
   macro avg       0.69      0.69      0.69       219
weighted avg       0.69      0.69      0.69       219
";"[[52 17  5]
 [18 41  9]
 [ 3 15 59]]";"Sample train:[(-1, 732), (0, 318), (1, 400)]
RandomOverSampler train:[(-1, 732), (0, 732), (1, 732)]";;0 hour:17 min:23 sec
WordPhonemeFreq@0100@One;1;1;1;0;1;0;0;1;SVM;68.2;68.15;68.15;68.56;0.74;0.11;"              precision    recall  f1-score   support

          -1       0.73      0.78      0.75        73
           0       0.66      0.66      0.66        73
           1       0.76      0.71      0.74        73

    accuracy                           0.72       219
   macro avg       0.72      0.72      0.72       219
weighted avg       0.72      0.72      0.72       219
";"[[57 13  8]
 [12 48 13]
 [ 4 12 52]]";"Sample train:[(-1, 732), (0, 318), (1, 400)]
RandomOverSampler train:[(-1, 732), (0, 732), (1, 732)]";;0 hour:16 min:54 sec
WordPhonemeFreq@0100@All;1;1;1;0;1;0;0;0;RandomForest;87.12;87.07;87.07;87.54;0.62;0.04;"              precision    recall  f1-score   support

          -1       0.84      0.95      0.89        73
           0       0.97      0.89      0.93        73
           1       0.91      0.88      0.90        73

    accuracy                           0.90       219
   macro avg       0.91      0.90      0.90       219
weighted avg       0.91      0.90      0.90       219
";"[[69  4  9]
 [ 2 65  0]
 [ 2  4 64]]";"Sample train:[(-1, 732), (0, 318), (1, 400)]
RandomOverSampler train:[(-1, 732), (0, 732), (1, 732)]";;0 hour:2 min:35 sec
WordPhonemeFreq@0100@One;1;1;1;0;1;0;0;1;RandomForest;87.03;86.98;86.98;87.46;0.62;0.04;"              precision    recall  f1-score   support

          -1       0.86      0.95      0.90        73
           0       0.99      0.92      0.95        73
           1       0.90      0.88      0.89        73

    accuracy                           0.91       219
   macro avg       0.92      0.91      0.91       219
weighted avg       0.92      0.91      0.91       219
";"[[69  2  9]
 [ 1 67  0]
 [ 3  4 64]]";"Sample train:[(-1, 732), (0, 318), (1, 400)]
RandomOverSampler train:[(-1, 732), (0, 732), (1, 732)]";;0 hour:2 min:40 sec
WordPhonemeFreq@0101@All;1;1;1;0;1;0;1;0;SVM;67.67;67.59;67.59;68.06;0.76;0.12;"              precision    recall  f1-score   support

          -1       0.70      0.71      0.71        73
           0       0.62      0.59      0.61        73
           1       0.79      0.82      0.81        73

    accuracy                           0.71       219
   macro avg       0.71      0.71      0.71       219
weighted avg       0.71      0.71      0.71       219
";"[[52 17  5]
 [18 43  8]
 [ 3 13 60]]";"Sample train:[(-1, 732), (0, 318), (1, 400)]
RandomOverSampler train:[(-1, 732), (0, 732), (1, 732)]";;0 hour:17 min:12 sec
WordPhonemeFreq@0101@One;1;1;1;0;1;0;1;1;SVM;68.23;68.19;68.19;68.59;0.74;0.12;"              precision    recall  f1-score   support

          -1       0.73      0.77      0.75        73
           0       0.64      0.63      0.63        73
           1       0.76      0.73      0.74        73

    accuracy                           0.71       219
   macro avg       0.71      0.71      0.71       219
weighted avg       0.71      0.71      0.71       219
";"[[56 14  7]
 [13 46 13]
 [ 4 13 53]]";"Sample train:[(-1, 732), (0, 318), (1, 400)]
RandomOverSampler train:[(-1, 732), (0, 732), (1, 732)]";;0 hour:17 min:1 sec
WordPhonemeFreq@0101@All;1;1;1;0;1;0;1;0;RandomForest;87.13;87.08;87.08;87.58;0.62;0.05;"              precision    recall  f1-score   support

          -1       0.84      0.89      0.87        73
           0       0.92      0.89      0.90        73
           1       0.92      0.89      0.90        73

    accuracy                           0.89       219
   macro avg       0.89      0.89      0.89       219
weighted avg       0.89      0.89      0.89       219
";"[[65  5  7]
 [ 5 65  1]
 [ 3  3 65]]";"Sample train:[(-1, 732), (0, 318), (1, 400)]
RandomOverSampler train:[(-1, 732), (0, 732), (1, 732)]";;0 hour:2 min:36 sec
WordPhonemeFreq@0101@One;1;1;1;0;1;0;1;1;RandomForest;86.89;86.83;86.83;87.31;0.62;0.04;"              precision    recall  f1-score   support

          -1       0.84      0.90      0.87        73
           0       0.93      0.89      0.91        73
           1       0.89      0.85      0.87        73

    accuracy                           0.88       219
   macro avg       0.88      0.88      0.88       219
weighted avg       0.88      0.88      0.88       219
";"[[66  5  8]
 [ 2 65  3]
 [ 5  3 62]]";"Sample train:[(-1, 732), (0, 318), (1, 400)]
RandomOverSampler train:[(-1, 732), (0, 732), (1, 732)]";;0 hour:2 min:33 sec
WordPhonemeFreq@0110@All;1;1;1;0;1;1;0;0;SVM;67.35;67.25;67.25;67.8;0.76;0.12;"              precision    recall  f1-score   support

          -1       0.70      0.71      0.71        73
           0       0.60      0.56      0.58        73
           1       0.77      0.81      0.79        73

    accuracy                           0.69       219
   macro avg       0.69      0.69      0.69       219
weighted avg       0.69      0.69      0.69       219
";"[[52 17  5]
 [18 41  9]
 [ 3 15 59]]";"Sample train:[(-1, 732), (0, 318), (1, 400)]
RandomOverSampler train:[(-1, 732), (0, 732), (1, 732)]";;0 hour:17 min:14 sec
WordPhonemeFreq@0110@One;1;1;1;0;1;1;0;1;SVM;68.19;68.13;68.13;68.54;0.74;0.11;"              precision    recall  f1-score   support

          -1       0.73      0.78      0.75        73
           0       0.66      0.66      0.66        73
           1       0.76      0.71      0.74        73

    accuracy                           0.72       219
   macro avg       0.72      0.72      0.72       219
weighted avg       0.72      0.72      0.72       219
";"[[57 13  8]
 [12 48 13]
 [ 4 12 52]]";"Sample train:[(-1, 732), (0, 318), (1, 400)]
RandomOverSampler train:[(-1, 732), (0, 732), (1, 732)]";;0 hour:16 min:56 sec
WordPhonemeFreq@0110@All;1;1;1;0;1;1;0;0;RandomForest;87.07;87.01;87.01;87.48;0.62;0.04;"              precision    recall  f1-score   support

          -1       0.83      0.85      0.84        73
           0       0.89      0.89      0.89        73
           1       0.90      0.88      0.89        73

    accuracy                           0.87       219
   macro avg       0.87      0.87      0.87       219
weighted avg       0.87      0.87      0.87       219
";"[[62  4  9]
 [ 8 65  0]
 [ 3  4 64]]";"Sample train:[(-1, 732), (0, 318), (1, 400)]
RandomOverSampler train:[(-1, 732), (0, 732), (1, 732)]";;0 hour:2 min:35 sec
WordPhonemeFreq@0110@One;1;1;1;0;1;1;0;1;RandomForest;87.42;87.36;87.36;87.86;0.62;0.05;"              precision    recall  f1-score   support

          -1       0.85      0.90      0.87        73
           0       0.92      0.90      0.91        73
           1       0.94      0.89      0.92        73

    accuracy                           0.90       219
   macro avg       0.90      0.90      0.90       219
weighted avg       0.90      0.90      0.90       219
";"[[66  6  6]
 [ 4 66  2]
 [ 3  1 65]]";"Sample train:[(-1, 732), (0, 318), (1, 400)]
RandomOverSampler train:[(-1, 732), (0, 732), (1, 732)]";;0 hour:2 min:30 sec
WordPhonemeFreq@0111@All;1;1;1;0;1;1;1;0;SVM;67.68;67.59;67.59;68.08;0.76;0.12;"              precision    recall  f1-score   support

          -1       0.70      0.71      0.71        73
           0       0.61      0.59      0.60        73
           1       0.79      0.81      0.80        73

    accuracy                           0.70       219
   macro avg       0.70      0.70      0.70       219
weighted avg       0.70      0.70      0.70       219
";"[[52 17  5]
 [18 43  9]
 [ 3 13 59]]";"Sample train:[(-1, 732), (0, 318), (1, 400)]
RandomOverSampler train:[(-1, 732), (0, 732), (1, 732)]";;0 hour:17 min:8 sec
WordPhonemeFreq@0111@One;1;1;1;0;1;1;1;1;SVM;68.25;68.21;68.21;68.62;0.74;0.12;"              precision    recall  f1-score   support

          -1       0.73      0.77      0.75        73
           0       0.64      0.64      0.64        73
           1       0.77      0.73      0.75        73

    accuracy                           0.71       219
   macro avg       0.71      0.71      0.71       219
weighted avg       0.71      0.71      0.71       219
";"[[56 14  7]
 [13 47 13]
 [ 4 12 53]]";"Sample train:[(-1, 732), (0, 318), (1, 400)]
RandomOverSampler train:[(-1, 732), (0, 732), (1, 732)]";;0 hour:16 min:56 sec
WordPhonemeFreq@0111@All;1;1;1;0;1;1;1;0;RandomForest;87.41;87.36;87.36;87.84;0.62;0.04;"              precision    recall  f1-score   support

          -1       0.85      0.92      0.88        73
           0       0.96      0.92      0.94        73
           1       0.93      0.89      0.91        73

    accuracy                           0.91       219
   macro avg       0.91      0.91      0.91       219
weighted avg       0.91      0.91      0.91       219
";"[[67  4  8]
 [ 3 67  0]
 [ 3  2 65]]";"Sample train:[(-1, 732), (0, 318), (1, 400)]
RandomOverSampler train:[(-1, 732), (0, 732), (1, 732)]";;0 hour:2 min:38 sec
WordPhonemeFreq@0111@One;1;1;1;0;1;1;1;1;RandomForest;87.22;87.15;87.15;87.68;0.62;0.05;"              precision    recall  f1-score   support

          -1       0.86      0.89      0.87        73
           0       0.94      0.92      0.93        73
           1       0.92      0.90      0.91        73

    accuracy                           0.90       219
   macro avg       0.91      0.90      0.90       219
weighted avg       0.91      0.90      0.90       219
";"[[65  4  7]
 [ 4 67  0]
 [ 4  2 66]]";"Sample train:[(-1, 732), (0, 318), (1, 400)]
RandomOverSampler train:[(-1, 732), (0, 732), (1, 732)]";;0 hour:2 min:43 sec
WordPhonemeFreq@1000@All;1;1;1;1;0;0;0;0;SVM;67.62;67.52;67.52;68.03;0.75;0.12;"              precision    recall  f1-score   support

          -1       0.70      0.70      0.70        73
           0       0.59      0.56      0.57        73
           1       0.76      0.79      0.78        73

    accuracy                           0.68       219
   macro avg       0.68      0.68      0.68       219
weighted avg       0.68      0.68      0.68       219
";"[[51 17  5]
 [19 41 10]
 [ 3 15 58]]";"Sample train:[(-1, 732), (0, 318), (1, 400)]
RandomOverSampler train:[(-1, 732), (0, 732), (1, 732)]";;0 hour:17 min:33 sec
WordPhonemeFreq@1000@One;1;1;1;1;0;0;0;1;SVM;68.25;68.2;68.2;68.61;0.74;0.11;"              precision    recall  f1-score   support

          -1       0.73      0.78      0.75        73
           0       0.65      0.66      0.65        73
           1       0.78      0.71      0.74        73

    accuracy                           0.72       219
   macro avg       0.72      0.72      0.72       219
weighted avg       0.72      0.72      0.72       219
";"[[57 14  7]
 [12 48 14]
 [ 4 11 52]]";"Sample train:[(-1, 732), (0, 318), (1, 400)]
RandomOverSampler train:[(-1, 732), (0, 732), (1, 732)]";;0 hour:17 min:17 sec
WordPhonemeFreq@1000@All;1;1;1;1;0;0;0;0;RandomForest;87.31;87.26;87.26;87.72;0.62;0.04;"              precision    recall  f1-score   support

          -1       0.84      0.92      0.88        73
           0       0.93      0.90      0.92        73
           1       0.93      0.86      0.89        73

    accuracy                           0.89       219
   macro avg       0.90      0.89      0.90       219
weighted avg       0.90      0.89      0.90       219
";"[[67  6  7]
 [ 2 66  3]
 [ 4  1 63]]";"Sample train:[(-1, 732), (0, 318), (1, 400)]
RandomOverSampler train:[(-1, 732), (0, 732), (1, 732)]";;0 hour:2 min:46 sec
WordPhonemeFreq@1000@One;1;1;1;1;0;0;0;1;RandomForest;87.32;87.26;87.26;87.78;0.62;0.04;"              precision    recall  f1-score   support

          -1       0.84      0.93      0.88        73
           0       0.98      0.89      0.94        73
           1       0.90      0.89      0.90        73

    accuracy                           0.90       219
   macro avg       0.91      0.90      0.90       219
weighted avg       0.91      0.90      0.90       219
";"[[68  5  8]
 [ 1 65  0]
 [ 4  3 65]]";"Sample train:[(-1, 732), (0, 318), (1, 400)]
RandomOverSampler train:[(-1, 732), (0, 732), (1, 732)]";;0 hour:2 min:53 sec
WordPhonemeFreq@1001@All;1;1;1;1;0;0;1;0;SVM;67.72;67.63;67.63;68.1;0.75;0.12;"              precision    recall  f1-score   support

          -1       0.70      0.70      0.70        73
           0       0.61      0.59      0.60        73
           1       0.79      0.81      0.80        73

    accuracy                           0.70       219
   macro avg       0.70      0.70      0.70       219
weighted avg       0.70      0.70      0.70       219
";"[[51 17  5]
 [19 43  9]
 [ 3 13 59]]";"Sample train:[(-1, 732), (0, 318), (1, 400)]
RandomOverSampler train:[(-1, 732), (0, 732), (1, 732)]";;0 hour:17 min:44 sec
WordPhonemeFreq@1001@One;1;1;1;1;0;0;1;1;SVM;68.2;68.17;68.17;68.57;0.74;0.12;"              precision    recall  f1-score   support

          -1       0.73      0.77      0.75        73
           0       0.64      0.64      0.64        73
           1       0.77      0.73      0.75        73

    accuracy                           0.71       219
   macro avg       0.71      0.71      0.71       219
weighted avg       0.71      0.71      0.71       219
";"[[56 14  7]
 [13 47 13]
 [ 4 12 53]]";"Sample train:[(-1, 732), (0, 318), (1, 400)]
RandomOverSampler train:[(-1, 732), (0, 732), (1, 732)]";;0 hour:17 min:26 sec
WordPhonemeFreq@1001@All;1;1;1;1;0;0;1;0;RandomForest;87.05;87.0;87.0;87.48;0.62;0.04;"              precision    recall  f1-score   support

          -1       0.80      0.90      0.85        73
           0       0.94      0.88      0.91        73
           1       0.91      0.86      0.89        73

    accuracy                           0.88       219
   macro avg       0.89      0.88      0.88       219
weighted avg       0.89      0.88      0.88       219
";"[[66  6 10]
 [ 4 64  0]
 [ 3  3 63]]";"Sample train:[(-1, 732), (0, 318), (1, 400)]
RandomOverSampler train:[(-1, 732), (0, 732), (1, 732)]";;0 hour:2 min:39 sec
WordPhonemeFreq@1001@One;1;1;1;1;0;0;1;1;RandomForest;87.57;87.51;87.51;88.01;0.62;0.04;"              precision    recall  f1-score   support

          -1       0.80      0.96      0.88        73
           0       0.98      0.88      0.93        73
           1       0.91      0.84      0.87        73

    accuracy                           0.89       219
   macro avg       0.90      0.89      0.89       219
weighted avg       0.90      0.89      0.89       219
";"[[70  6 11]
 [ 0 64  1]
 [ 3  3 61]]";"Sample train:[(-1, 732), (0, 318), (1, 400)]
RandomOverSampler train:[(-1, 732), (0, 732), (1, 732)]";;0 hour:2 min:40 sec
WordPhonemeFreq@1010@All;1;1;1;1;0;1;0;0;SVM;67.75;67.66;67.66;68.15;0.75;0.12;"              precision    recall  f1-score   support

          -1       0.70      0.70      0.70        73
           0       0.61      0.59      0.60        73
           1       0.79      0.81      0.80        73

    accuracy                           0.70       219
   macro avg       0.70      0.70      0.70       219
weighted avg       0.70      0.70      0.70       219
";"[[51 17  5]
 [19 43  9]
 [ 3 13 59]]";"Sample train:[(-1, 732), (0, 318), (1, 400)]
RandomOverSampler train:[(-1, 732), (0, 732), (1, 732)]";;0 hour:17 min:34 sec
WordPhonemeFreq@1010@One;1;1;1;1;0;1;0;1;SVM;68.22;68.18;68.18;68.58;0.74;0.12;"              precision    recall  f1-score   support

          -1       0.73      0.78      0.75        73
           0       0.65      0.66      0.65        73
           1       0.78      0.71      0.74        73

    accuracy                           0.72       219
   macro avg       0.72      0.72      0.72       219
weighted avg       0.72      0.72      0.72       219
";"[[57 14  7]
 [12 48 14]
 [ 4 11 52]]";"Sample train:[(-1, 732), (0, 318), (1, 400)]
RandomOverSampler train:[(-1, 732), (0, 732), (1, 732)]";;0 hour:17 min:23 sec
WordPhonemeFreq@1010@All;1;1;1;1;0;1;0;0;RandomForest;87.46;87.41;87.41;87.85;0.62;0.04;"              precision    recall  f1-score   support

          -1       0.82      0.90      0.86        73
           0       0.96      0.89      0.92        73
           1       0.89      0.86      0.88        73

    accuracy                           0.89       219
   macro avg       0.89      0.89      0.89       219
weighted avg       0.89      0.89      0.89       219
";"[[66  4 10]
 [ 3 65  0]
 [ 4  4 63]]";"Sample train:[(-1, 732), (0, 318), (1, 400)]
RandomOverSampler train:[(-1, 732), (0, 732), (1, 732)]";;0 hour:2 min:46 sec
WordPhonemeFreq@1010@One;1;1;1;1;0;1;0;1;RandomForest;87.33;87.27;87.27;87.76;0.62;0.04;"              precision    recall  f1-score   support

          -1       0.81      0.92      0.86        73
           0       0.97      0.89      0.93        73
           1       0.90      0.85      0.87        73

    accuracy                           0.89       219
   macro avg       0.89      0.89      0.89       219
weighted avg       0.89      0.89      0.89       219
";"[[67  6 10]
 [ 1 65  1]
 [ 5  2 62]]";"Sample train:[(-1, 732), (0, 318), (1, 400)]
RandomOverSampler train:[(-1, 732), (0, 732), (1, 732)]";;0 hour:3 min:0 sec
WordPhonemeFreq@1011@All;1;1;1;1;0;1;1;0;SVM;67.7;67.61;67.61;68.1;0.75;0.12;"              precision    recall  f1-score   support

          -1       0.70      0.70      0.70        73
           0       0.61      0.59      0.60        73
           1       0.79      0.81      0.80        73

    accuracy                           0.70       219
   macro avg       0.70      0.70      0.70       219
weighted avg       0.70      0.70      0.70       219
";"[[51 17  5]
 [19 43  9]
 [ 3 13 59]]";"Sample train:[(-1, 732), (0, 318), (1, 400)]
RandomOverSampler train:[(-1, 732), (0, 732), (1, 732)]";;0 hour:17 min:29 sec
WordPhonemeFreq@1011@One;1;1;1;1;0;1;1;1;SVM;68.22;68.18;68.18;68.59;0.74;0.12;"              precision    recall  f1-score   support

          -1       0.72      0.75      0.74        73
           0       0.64      0.64      0.64        73
           1       0.77      0.73      0.75        73

    accuracy                           0.71       219
   macro avg       0.71      0.71      0.71       219
weighted avg       0.71      0.71      0.71       219
";"[[55 14  7]
 [14 47 13]
 [ 4 12 53]]";"Sample train:[(-1, 732), (0, 318), (1, 400)]
RandomOverSampler train:[(-1, 732), (0, 732), (1, 732)]";;0 hour:17 min:26 sec
WordPhonemeFreq@1011@All;1;1;1;1;0;1;1;0;RandomForest;87.48;87.43;87.43;87.89;0.62;0.04;"              precision    recall  f1-score   support

          -1       0.86      0.93      0.89        73
           0       0.96      0.90      0.93        73
           1       0.90      0.88      0.89        73

    accuracy                           0.90       219
   macro avg       0.91      0.90      0.90       219
weighted avg       0.91      0.90      0.90       219
";"[[68  4  7]
 [ 1 66  2]
 [ 4  3 64]]";"Sample train:[(-1, 732), (0, 318), (1, 400)]
RandomOverSampler train:[(-1, 732), (0, 732), (1, 732)]";;0 hour:2 min:42 sec
WordPhonemeFreq@1011@One;1;1;1;1;0;1;1;1;RandomForest;87.51;87.45;87.45;87.96;0.62;0.04;"              precision    recall  f1-score   support

          -1       0.85      0.90      0.87        73
           0       0.93      0.90      0.92        73
           1       0.91      0.88      0.90        73

    accuracy                           0.89       219
   macro avg       0.90      0.89      0.90       219
weighted avg       0.90      0.89      0.90       219
";"[[66  6  6]
 [ 2 66  3]
 [ 5  1 64]]";"Sample train:[(-1, 732), (0, 318), (1, 400)]
RandomOverSampler train:[(-1, 732), (0, 732), (1, 732)]";;0 hour:2 min:47 sec
WordPhonemeFreq@1100@All;1;1;1;1;1;0;0;0;SVM;67.56;67.46;67.46;67.98;0.75;0.12;"              precision    recall  f1-score   support

          -1       0.70      0.70      0.70        73
           0       0.59      0.56      0.57        73
           1       0.76      0.79      0.78        73

    accuracy                           0.68       219
   macro avg       0.68      0.68      0.68       219
weighted avg       0.68      0.68      0.68       219
";"[[51 17  5]
 [19 41 10]
 [ 3 15 58]]";"Sample train:[(-1, 732), (0, 318), (1, 400)]
RandomOverSampler train:[(-1, 732), (0, 732), (1, 732)]";;0 hour:17 min:38 sec
WordPhonemeFreq@1100@One;1;1;1;1;1;0;0;1;SVM;68.19;68.14;68.14;68.55;0.74;0.11;"              precision    recall  f1-score   support

          -1       0.73      0.78      0.75        73
           0       0.65      0.66      0.65        73
           1       0.78      0.71      0.74        73

    accuracy                           0.72       219
   macro avg       0.72      0.72      0.72       219
weighted avg       0.72      0.72      0.72       219
";"[[57 14  7]
 [12 48 14]
 [ 4 11 52]]";"Sample train:[(-1, 732), (0, 318), (1, 400)]
RandomOverSampler train:[(-1, 732), (0, 732), (1, 732)]";;0 hour:17 min:20 sec
WordPhonemeFreq@1100@All;1;1;1;1;1;0;0;0;RandomForest;87.5;87.45;87.45;87.91;0.62;0.04;"              precision    recall  f1-score   support

          -1       0.83      0.93      0.88        73
           0       0.93      0.89      0.91        73
           1       0.93      0.85      0.89        73

    accuracy                           0.89       219
   macro avg       0.89      0.89      0.89       219
weighted avg       0.89      0.89      0.89       219
";"[[68  5  9]
 [ 3 65  2]
 [ 2  3 62]]";"Sample train:[(-1, 732), (0, 318), (1, 400)]
RandomOverSampler train:[(-1, 732), (0, 732), (1, 732)]";;0 hour:3 min:0 sec
