model_name;classifier;f1;accuracy;recall;precision;classification;confusion;sample_train;sample_test;time_processing
WordPhonemeFreq@0010@All;LogisticRegression;63.18;63.29;63.29;63.54;"              precision    recall  f1-score   support

          -1       0.50      0.73      0.59        95
           0       0.52      0.38      0.44        95
           1       0.69      0.57      0.62        95

    accuracy                           0.56       285
   macro avg       0.57      0.56      0.55       285
weighted avg       0.57      0.56      0.55       285
";"[[69 46 23]
 [15 36 18]
 [11 13 54]]";"Sample train:[(-1, 732), (0, 318), (1, 400)]
RandomOverSampler train:[(-1, 732), (0, 732), (1, 732)]";"Sample test:[(-1, 95), (0, 41), (1, 66)]
RandomOverSampler test:[(-1, 95), (0, 95), (1, 95)]";0 hour:2 min:5 sec
WordPhonemeFreq@0010@One;LogisticRegression;68.85;68.99;68.99;69.11;"              precision    recall  f1-score   support

          -1       0.57      0.68      0.62        95
           0       0.53      0.48      0.51        95
           1       0.63      0.56      0.59        95

    accuracy                           0.58       285
   macro avg       0.58      0.58      0.57       285
weighted avg       0.58      0.58      0.57       285
";"[[65 32 17]
 [16 46 25]
 [14 17 53]]";"Sample train:[(-1, 732), (0, 318), (1, 400)]
RandomOverSampler train:[(-1, 732), (0, 732), (1, 732)]";"Sample test:[(-1, 95), (0, 41), (1, 66)]
RandomOverSampler test:[(-1, 95), (0, 95), (1, 95)]";0 hour:1 min:59 sec
WordPhonemeFreq@0011@All;SVM;60.6;60.38;60.38;62.09;"              precision    recall  f1-score   support

          -1       0.51      0.72      0.59        95
           0       0.47      0.46      0.47        95
           1       0.76      0.46      0.58        95

    accuracy                           0.55       285
   macro avg       0.58      0.55      0.55       285
weighted avg       0.58      0.55      0.55       285
";"[[68 44 22]
 [20 44 29]
 [ 7  7 44]]";"Sample train:[(-1, 732), (0, 318), (1, 400)]
RandomOverSampler train:[(-1, 732), (0, 732), (1, 732)]";"Sample test:[(-1, 95), (0, 41), (1, 66)]
RandomOverSampler test:[(-1, 95), (0, 95), (1, 95)]";0 hour:4 min:47 sec
WordPhonemeFreq@0011@One;SVM;66.57;66.63;66.63;66.91;"              precision    recall  f1-score   support

          -1       0.53      0.66      0.59        95
           0       0.48      0.42      0.45        95
           1       0.69      0.59      0.64        95

    accuracy                           0.56       285
   macro avg       0.56      0.56      0.56       285
weighted avg       0.56      0.56      0.56       285
";"[[63 44 13]
 [18 40 26]
 [14 11 56]]";"Sample train:[(-1, 732), (0, 318), (1, 400)]
RandomOverSampler train:[(-1, 732), (0, 732), (1, 732)]";"Sample test:[(-1, 95), (0, 41), (1, 66)]
RandomOverSampler test:[(-1, 95), (0, 95), (1, 95)]";0 hour:4 min:29 sec
WordPhonemeFreq@0011@All;RandomForest;88.09;87.89;87.86;88.92;"              precision    recall  f1-score   support

          -1       0.40      0.91      0.55        95
           0       0.57      0.04      0.08        95
           1       0.72      0.46      0.56        95

    accuracy                           0.47       285
   macro avg       0.56      0.47      0.40       285
weighted avg       0.56      0.47      0.40       285
";"[[86 81 50]
 [ 2  4  1]
 [ 7 10 44]]";"Sample train:[(-1, 732), (0, 318), (1, 400)]
RandomOverSampler train:[(-1, 732), (0, 732), (1, 732)]";"Sample test:[(-1, 95), (0, 41), (1, 66)]
RandomOverSampler test:[(-1, 95), (0, 95), (1, 95)]";0 hour:3 min:13 sec
WordPhonemeFreq@0011@One;RandomForest;88.33;88.24;87.97;89.16;"              precision    recall  f1-score   support

          -1       0.40      0.91      0.56        95
           0       0.69      0.12      0.20        95
           1       0.73      0.42      0.53        95

    accuracy                           0.48       285
   macro avg       0.61      0.48      0.43       285
weighted avg       0.61      0.48      0.43       285
";"[[86 75 53]
 [ 3 11  2]
 [ 6  9 40]]";"Sample train:[(-1, 732), (0, 318), (1, 400)]
RandomOverSampler train:[(-1, 732), (0, 732), (1, 732)]";"Sample test:[(-1, 95), (0, 41), (1, 66)]
RandomOverSampler test:[(-1, 95), (0, 95), (1, 95)]";0 hour:3 min:9 sec
WordPhonemeFreq@0011@All;LogisticRegression;63.49;63.61;63.61;63.89;"              precision    recall  f1-score   support

          -1       0.51      0.74      0.60        95
           0       0.49      0.36      0.41        95
           1       0.68      0.57      0.62        95

    accuracy                           0.55       285
   macro avg       0.56      0.55      0.55       285
weighted avg       0.56      0.55      0.55       285
";"[[70 45 22]
 [16 34 19]
 [ 9 16 54]]";"Sample train:[(-1, 732), (0, 318), (1, 400)]
RandomOverSampler train:[(-1, 732), (0, 732), (1, 732)]";"Sample test:[(-1, 95), (0, 41), (1, 66)]
RandomOverSampler test:[(-1, 95), (0, 95), (1, 95)]";0 hour:2 min:3 sec
WordPhonemeFreq@0011@One;LogisticRegression;68.57;68.72;68.72;68.82;"              precision    recall  f1-score   support

          -1       0.54      0.67      0.60        95
           0       0.55      0.48      0.51        95
           1       0.69      0.60      0.64        95

    accuracy                           0.59       285
   macro avg       0.59      0.59      0.59       285
weighted avg       0.59      0.59      0.59       285
";"[[64 38 16]
 [16 46 22]
 [15 11 57]]";"Sample train:[(-1, 732), (0, 318), (1, 400)]
RandomOverSampler train:[(-1, 732), (0, 732), (1, 732)]";"Sample test:[(-1, 95), (0, 41), (1, 66)]
RandomOverSampler test:[(-1, 95), (0, 95), (1, 95)]";0 hour:2 min:2 sec
WordPhonemeFreq@0100@All;SVM;60.32;60.15;60.15;61.73;"              precision    recall  f1-score   support

          -1       0.50      0.73      0.59        95
           0       0.42      0.37      0.39        95
           1       0.72      0.48      0.58        95

    accuracy                           0.53       285
   macro avg       0.55      0.53      0.52       285
weighted avg       0.55      0.53      0.52       285
";"[[69 47 22]
 [21 35 27]
 [ 5 13 46]]";"Sample train:[(-1, 732), (0, 318), (1, 400)]
RandomOverSampler train:[(-1, 732), (0, 732), (1, 732)]";"Sample test:[(-1, 95), (0, 41), (1, 66)]
RandomOverSampler test:[(-1, 95), (0, 95), (1, 95)]";0 hour:4 min:50 sec
WordPhonemeFreq@0100@One;SVM;66.61;66.62;66.62;67.04;"              precision    recall  f1-score   support

          -1       0.56      0.66      0.61        95
           0       0.47      0.42      0.44        95
           1       0.64      0.59      0.61        95

    accuracy                           0.56       285
   macro avg       0.56      0.56      0.56       285
weighted avg       0.56      0.56      0.56       285
";"[[63 38 11]
 [17 40 28]
 [15 17 56]]";"Sample train:[(-1, 732), (0, 318), (1, 400)]
RandomOverSampler train:[(-1, 732), (0, 732), (1, 732)]";"Sample test:[(-1, 95), (0, 41), (1, 66)]
RandomOverSampler test:[(-1, 95), (0, 95), (1, 95)]";0 hour:4 min:24 sec
WordPhonemeFreq@0100@All;RandomForest;87.78;87.75;88.18;88.74;"              precision    recall  f1-score   support

          -1       0.41      0.92      0.57        95
           0       0.59      0.11      0.18        95
           1       0.79      0.47      0.59        95

    accuracy                           0.50       285
   macro avg       0.60      0.50      0.45       285
weighted avg       0.60      0.50      0.45       285
";"[[87 79 45]
 [ 2 10  5]
 [ 6  6 45]]";"Sample train:[(-1, 732), (0, 318), (1, 400)]
RandomOverSampler train:[(-1, 732), (0, 732), (1, 732)]";"Sample test:[(-1, 95), (0, 41), (1, 66)]
RandomOverSampler test:[(-1, 95), (0, 95), (1, 95)]";0 hour:3 min:10 sec
WordPhonemeFreq@0100@One;RandomForest;88.04;87.96;87.76;89.09;"              precision    recall  f1-score   support

          -1       0.42      0.91      0.57        95
           0       0.57      0.13      0.21        95
           1       0.81      0.48      0.61        95

    accuracy                           0.51       285
   macro avg       0.60      0.51      0.46       285
weighted avg       0.60      0.51      0.46       285
";"[[86 76 45]
 [ 5 12  4]
 [ 4  7 46]]";"Sample train:[(-1, 732), (0, 318), (1, 400)]
RandomOverSampler train:[(-1, 732), (0, 732), (1, 732)]";"Sample test:[(-1, 95), (0, 41), (1, 66)]
RandomOverSampler test:[(-1, 95), (0, 95), (1, 95)]";0 hour:3 min:10 sec
WordPhonemeFreq@0100@All;LogisticRegression;63.12;63.25;63.25;63.49;"              precision    recall  f1-score   support

          -1       0.50      0.73      0.59        95
           0       0.52      0.38      0.44        95
           1       0.69      0.57      0.62        95

    accuracy                           0.56       285
   macro avg       0.57      0.56      0.55       285
weighted avg       0.57      0.56      0.55       285
";"[[69 46 23]
 [15 36 18]
 [11 13 54]]";"Sample train:[(-1, 732), (0, 318), (1, 400)]
RandomOverSampler train:[(-1, 732), (0, 732), (1, 732)]";"Sample test:[(-1, 95), (0, 41), (1, 66)]
RandomOverSampler test:[(-1, 95), (0, 95), (1, 95)]";0 hour:2 min:9 sec
WordPhonemeFreq@0100@One;LogisticRegression;68.96;69.08;69.08;69.28;"              precision    recall  f1-score   support

          -1       0.57      0.67      0.62        95
           0       0.52      0.48      0.50        95
           1       0.63      0.56      0.59        95

    accuracy                           0.57       285
   macro avg       0.57      0.57      0.57       285
weighted avg       0.57      0.57      0.57       285
";"[[64 32 17]
 [17 46 25]
 [14 17 53]]";"Sample train:[(-1, 732), (0, 318), (1, 400)]
RandomOverSampler train:[(-1, 732), (0, 732), (1, 732)]";"Sample test:[(-1, 95), (0, 41), (1, 66)]
RandomOverSampler test:[(-1, 95), (0, 95), (1, 95)]";0 hour:2 min:3 sec
WordPhonemeFreq@0101@All;SVM;60.7;60.47;60.47;62.26;"              precision    recall  f1-score   support

          -1       0.50      0.72      0.59        95
           0       0.46      0.43      0.44        95
           1       0.76      0.46      0.58        95

    accuracy                           0.54       285
   macro avg       0.57      0.54      0.53       285
weighted avg       0.57      0.54      0.53       285
";"[[68 47 22]
 [20 41 29]
 [ 7  7 44]]";"Sample train:[(-1, 732), (0, 318), (1, 400)]
RandomOverSampler train:[(-1, 732), (0, 732), (1, 732)]";"Sample test:[(-1, 95), (0, 41), (1, 66)]
RandomOverSampler test:[(-1, 95), (0, 95), (1, 95)]";0 hour:4 min:47 sec
WordPhonemeFreq@0101@One;SVM;66.72;66.76;66.76;67.06;"              precision    recall  f1-score   support

          -1       0.53      0.66      0.59        95
           0       0.47      0.42      0.44        95
           1       0.69      0.59      0.64        95

    accuracy                           0.56       285
   macro avg       0.56      0.56      0.56       285
weighted avg       0.56      0.56      0.56       285
";"[[63 44 11]
 [18 40 28]
 [14 11 56]]";"Sample train:[(-1, 732), (0, 318), (1, 400)]
RandomOverSampler train:[(-1, 732), (0, 732), (1, 732)]";"Sample test:[(-1, 95), (0, 41), (1, 66)]
RandomOverSampler test:[(-1, 95), (0, 95), (1, 95)]";0 hour:4 min:25 sec
WordPhonemeFreq@0101@All;RandomForest;87.95;88.09;87.68;88.86;"              precision    recall  f1-score   support

          -1       0.42      0.92      0.57        95
           0       0.59      0.11      0.18        95
           1       0.81      0.51      0.62        95

    accuracy                           0.51       285
   macro avg       0.61      0.51      0.46       285
weighted avg       0.61      0.51      0.46       285
";"[[87 79 43]
 [ 3 10  4]
 [ 5  6 48]]";"Sample train:[(-1, 732), (0, 318), (1, 400)]
RandomOverSampler train:[(-1, 732), (0, 732), (1, 732)]";"Sample test:[(-1, 95), (0, 41), (1, 66)]
RandomOverSampler test:[(-1, 95), (0, 95), (1, 95)]";0 hour:3 min:9 sec
WordPhonemeFreq@0101@One;RandomForest;88.12;88.21;87.99;88.93;"              precision    recall  f1-score   support

          -1       0.40      0.89      0.56        95
           0       0.58      0.12      0.19        95
           1       0.85      0.49      0.63        95

    accuracy                           0.50       285
   macro avg       0.61      0.50      0.46       285
weighted avg       0.61      0.50      0.46       285
";"[[85 81 45]
 [ 5 11  3]
 [ 5  3 47]]";"Sample train:[(-1, 732), (0, 318), (1, 400)]
RandomOverSampler train:[(-1, 732), (0, 732), (1, 732)]";"Sample test:[(-1, 95), (0, 41), (1, 66)]
RandomOverSampler test:[(-1, 95), (0, 95), (1, 95)]";0 hour:3 min:8 sec
WordPhonemeFreq@0101@All;LogisticRegression;63.29;63.43;63.43;63.68;"              precision    recall  f1-score   support

          -1       0.51      0.74      0.60        95
           0       0.49      0.36      0.41        95
           1       0.68      0.57      0.62        95

    accuracy                           0.55       285
   macro avg       0.56      0.55      0.55       285
weighted avg       0.56      0.55      0.55       285
";"[[70 45 22]
 [16 34 19]
 [ 9 16 54]]";"Sample train:[(-1, 732), (0, 318), (1, 400)]
RandomOverSampler train:[(-1, 732), (0, 732), (1, 732)]";"Sample test:[(-1, 95), (0, 41), (1, 66)]
RandomOverSampler test:[(-1, 95), (0, 95), (1, 95)]";0 hour:2 min:5 sec
WordPhonemeFreq@0101@One;LogisticRegression;68.59;68.72;68.72;68.86;"              precision    recall  f1-score   support

          -1       0.54      0.67      0.60        95
           0       0.54      0.48      0.51        95
           1       0.68      0.59      0.63        95

    accuracy                           0.58       285
   macro avg       0.59      0.58      0.58       285
weighted avg       0.59      0.58      0.58       285
";"[[64 38 16]
 [16 46 23]
 [15 11 56]]";"Sample train:[(-1, 732), (0, 318), (1, 400)]
RandomOverSampler train:[(-1, 732), (0, 732), (1, 732)]";"Sample test:[(-1, 95), (0, 41), (1, 66)]
RandomOverSampler test:[(-1, 95), (0, 95), (1, 95)]";0 hour:1 min:58 sec
WordPhonemeFreq@0110@All;SVM;60.47;60.29;60.29;61.94;"              precision    recall  f1-score   support

          -1       0.50      0.73      0.59        95
           0       0.42      0.37      0.39        95
           1       0.72      0.48      0.58        95

    accuracy                           0.53       285
   macro avg       0.55      0.53      0.52       285
weighted avg       0.55      0.53      0.52       285
";"[[69 47 22]
 [21 35 27]
 [ 5 13 46]]";"Sample train:[(-1, 732), (0, 318), (1, 400)]
RandomOverSampler train:[(-1, 732), (0, 732), (1, 732)]";"Sample test:[(-1, 95), (0, 41), (1, 66)]
RandomOverSampler test:[(-1, 95), (0, 95), (1, 95)]";0 hour:4 min:48 sec
WordPhonemeFreq@0110@One;SVM;66.41;66.44;66.44;66.82;"              precision    recall  f1-score   support

          -1       0.56      0.65      0.60        95
           0       0.47      0.42      0.44        95
           1       0.64      0.59      0.61        95

    accuracy                           0.55       285
   macro avg       0.55      0.55      0.55       285
weighted avg       0.55      0.55      0.55       285
";"[[62 38 11]
 [18 40 28]
 [15 17 56]]";"Sample train:[(-1, 732), (0, 318), (1, 400)]
RandomOverSampler train:[(-1, 732), (0, 732), (1, 732)]";"Sample test:[(-1, 95), (0, 41), (1, 66)]
RandomOverSampler test:[(-1, 95), (0, 95), (1, 95)]";0 hour:4 min:27 sec
WordPhonemeFreq@0110@All;RandomForest;87.74;87.86;88.01;88.86;"              precision    recall  f1-score   support

          -1       0.41      0.92      0.57        95
           0       0.38      0.03      0.06        95
           1       0.69      0.48      0.57        95

    accuracy                           0.48       285
   macro avg       0.49      0.48      0.40       285
weighted avg       0.49      0.48      0.40       285
";"[[87 78 45]
 [ 1  3  4]
 [ 7 14 46]]";"Sample train:[(-1, 732), (0, 318), (1, 400)]
RandomOverSampler train:[(-1, 732), (0, 732), (1, 732)]";"Sample test:[(-1, 95), (0, 41), (1, 66)]
RandomOverSampler test:[(-1, 95), (0, 95), (1, 95)]";0 hour:3 min:8 sec
WordPhonemeFreq@0110@One;RandomForest;87.92;88.01;87.98;88.76;"              precision    recall  f1-score   support

          -1       0.44      0.92      0.60        95
           0       0.79      0.27      0.41        95
           1       0.84      0.48      0.61        95

    accuracy                           0.56       285
   macro avg       0.69      0.56      0.54       285
weighted avg       0.69      0.56      0.54       285
";"[[87 67 43]
 [ 1 26  6]
 [ 7  2 46]]";"Sample train:[(-1, 732), (0, 318), (1, 400)]
RandomOverSampler train:[(-1, 732), (0, 732), (1, 732)]";"Sample test:[(-1, 95), (0, 41), (1, 66)]
RandomOverSampler test:[(-1, 95), (0, 95), (1, 95)]";0 hour:3 min:10 sec
WordPhonemeFreq@0110@All;LogisticRegression;63.29;63.43;63.43;63.66;"              precision    recall  f1-score   support

          -1       0.50      0.73      0.59        95
           0       0.52      0.38      0.44        95
           1       0.69      0.57      0.62        95

    accuracy                           0.56       285
   macro avg       0.57      0.56      0.55       285
weighted avg       0.57      0.56      0.55       285
";"[[69 46 23]
 [15 36 18]
 [11 13 54]]";"Sample train:[(-1, 732), (0, 318), (1, 400)]
RandomOverSampler train:[(-1, 732), (0, 732), (1, 732)]";"Sample test:[(-1, 95), (0, 41), (1, 66)]
RandomOverSampler test:[(-1, 95), (0, 95), (1, 95)]";0 hour:2 min:4 sec
WordPhonemeFreq@0110@One;LogisticRegression;68.86;68.99;68.99;69.13;"              precision    recall  f1-score   support

          -1       0.57      0.67      0.62        95
           0       0.52      0.48      0.50        95
           1       0.63      0.56      0.59        95

    accuracy                           0.57       285
   macro avg       0.57      0.57      0.57       285
weighted avg       0.57      0.57      0.57       285
";"[[64 32 17]
 [17 46 25]
 [14 17 53]]";"Sample train:[(-1, 732), (0, 318), (1, 400)]
RandomOverSampler train:[(-1, 732), (0, 732), (1, 732)]";"Sample test:[(-1, 95), (0, 41), (1, 66)]
RandomOverSampler test:[(-1, 95), (0, 95), (1, 95)]";0 hour:1 min:59 sec
WordPhonemeFreq@0111@All;SVM;60.47;60.24;60.24;61.94;"              precision    recall  f1-score   support

          -1       0.51      0.72      0.59        95
           0       0.47      0.46      0.47        95
           1       0.76      0.46      0.58        95

    accuracy                           0.55       285
   macro avg       0.58      0.55      0.55       285
weighted avg       0.58      0.55      0.55       285
";"[[68 44 22]
 [20 44 29]
 [ 7  7 44]]";"Sample train:[(-1, 732), (0, 318), (1, 400)]
RandomOverSampler train:[(-1, 732), (0, 732), (1, 732)]";"Sample test:[(-1, 95), (0, 41), (1, 66)]
RandomOverSampler test:[(-1, 95), (0, 95), (1, 95)]";0 hour:4 min:52 sec
WordPhonemeFreq@0111@One;SVM;66.66;66.72;66.72;67.0;"              precision    recall  f1-score   support

          -1       0.53      0.66      0.59        95
           0       0.47      0.42      0.44        95
           1       0.69      0.59      0.64        95

    accuracy                           0.56       285
   macro avg       0.56      0.56      0.56       285
weighted avg       0.56      0.56      0.56       285
";"[[63 44 11]
 [18 40 28]
 [14 11 56]]";"Sample train:[(-1, 732), (0, 318), (1, 400)]
RandomOverSampler train:[(-1, 732), (0, 732), (1, 732)]";"Sample test:[(-1, 95), (0, 41), (1, 66)]
RandomOverSampler test:[(-1, 95), (0, 95), (1, 95)]";0 hour:4 min:28 sec
WordPhonemeFreq@0111@All;RandomForest;88.15;88.33;88.21;89.12;"              precision    recall  f1-score   support

          -1       0.38      0.87      0.53        95
           0       0.47      0.07      0.13        95
           1       0.80      0.45      0.58        95

    accuracy                           0.47       285
   macro avg       0.55      0.47      0.41       285
weighted avg       0.55      0.47      0.41       285
";"[[83 86 47]
 [ 3  7  5]
 [ 9  2 43]]";"Sample train:[(-1, 732), (0, 318), (1, 400)]
RandomOverSampler train:[(-1, 732), (0, 732), (1, 732)]";"Sample test:[(-1, 95), (0, 41), (1, 66)]
RandomOverSampler test:[(-1, 95), (0, 95), (1, 95)]";0 hour:3 min:10 sec
WordPhonemeFreq@0111@One;RandomForest;88.04;88.0;88.58;89.02;"              precision    recall  f1-score   support

          -1       0.46      0.91      0.61        95
           0       0.74      0.27      0.40        95
           1       0.87      0.56      0.68        95

    accuracy                           0.58       285
   macro avg       0.69      0.58      0.56       285
weighted avg       0.69      0.58      0.56       285
";"[[86 66 37]
 [ 4 26  5]
 [ 5  3 53]]";"Sample train:[(-1, 732), (0, 318), (1, 400)]
RandomOverSampler train:[(-1, 732), (0, 732), (1, 732)]";"Sample test:[(-1, 95), (0, 41), (1, 66)]
RandomOverSampler test:[(-1, 95), (0, 95), (1, 95)]";0 hour:3 min:9 sec
WordPhonemeFreq@0111@All;LogisticRegression;63.44;63.56;63.56;63.84;"              precision    recall  f1-score   support

          -1       0.51      0.74      0.60        95
           0       0.49      0.36      0.41        95
           1       0.68      0.57      0.62        95

    accuracy                           0.55       285
   macro avg       0.56      0.55      0.55       285
weighted avg       0.56      0.55      0.55       285
";"[[70 45 22]
 [16 34 19]
 [ 9 16 54]]";"Sample train:[(-1, 732), (0, 318), (1, 400)]
RandomOverSampler train:[(-1, 732), (0, 732), (1, 732)]";"Sample test:[(-1, 95), (0, 41), (1, 66)]
RandomOverSampler test:[(-1, 95), (0, 95), (1, 95)]";0 hour:2 min:4 sec
WordPhonemeFreq@0111@One;LogisticRegression;68.63;68.76;68.76;68.88;"              precision    recall  f1-score   support

          -1       0.54      0.67      0.60        95
           0       0.54      0.48      0.51        95
           1       0.68      0.59      0.63        95

    accuracy                           0.58       285
   macro avg       0.59      0.58      0.58       285
weighted avg       0.59      0.58      0.58       285
";"[[64 38 16]
 [16 46 23]
 [15 11 56]]";"Sample train:[(-1, 732), (0, 318), (1, 400)]
RandomOverSampler train:[(-1, 732), (0, 732), (1, 732)]";"Sample test:[(-1, 95), (0, 41), (1, 66)]
RandomOverSampler test:[(-1, 95), (0, 95), (1, 95)]";0 hour:2 min:0 sec
