model_name;classifier;f1;accuracy;recall;precision;classification;confusion;sample_train;sample_test;time_processing
WordPhonemeFreq@0010@All;LogisticRegression;54.73;55.35;55.35;55.14;"              precision    recall  f1-score   support

          -1       0.56      0.66      0.61        41
           0       0.51      0.46      0.49        41
           1       0.68      0.63      0.66        41

    accuracy                           0.59       123
   macro avg       0.59      0.59      0.58       123
weighted avg       0.59      0.59      0.58       123
";"[[27 15  6]
 [ 9 19  9]
 [ 5  7 26]]";"Sample train:[(-1, 732), (0, 318), (1, 400)]
RandomUnderSampler train:[(-1, 318), (0, 318), (1, 318)]";"Sample test:[(-1, 95), (0, 41), (1, 66)]
RandomUnderSampler test:[(-1, 41), (0, 41), (1, 41)]";0 hour:2 min:22 sec
WordPhonemeFreq@0010@One;LogisticRegression;56.06;56.5;56.5;56.33;"              precision    recall  f1-score   support

          -1       0.47      0.56      0.51        41
           0       0.49      0.44      0.46        41
           1       0.70      0.63      0.67        41

    accuracy                           0.54       123
   macro avg       0.55      0.54      0.55       123
weighted avg       0.55      0.54      0.55       123
";"[[23 18  8]
 [12 18  7]
 [ 6  5 26]]";"Sample train:[(-1, 732), (0, 318), (1, 400)]
RandomUnderSampler train:[(-1, 318), (0, 318), (1, 318)]";"Sample test:[(-1, 95), (0, 41), (1, 66)]
RandomUnderSampler test:[(-1, 41), (0, 41), (1, 41)]";0 hour:2 min:22 sec
WordPhonemeFreq@0011@All;SVM;56.38;56.6;56.6;57.18;"              precision    recall  f1-score   support

          -1       0.52      0.61      0.56        41
           0       0.44      0.44      0.44        41
           1       0.71      0.59      0.64        41

    accuracy                           0.54       123
   macro avg       0.56      0.54      0.55       123
weighted avg       0.56      0.54      0.55       123
";"[[25 17  6]
 [12 18 11]
 [ 4  6 24]]";"Sample train:[(-1, 732), (0, 318), (1, 400)]
RandomUnderSampler train:[(-1, 318), (0, 318), (1, 318)]";"Sample test:[(-1, 95), (0, 41), (1, 66)]
RandomUnderSampler test:[(-1, 41), (0, 41), (1, 41)]";0 hour:3 min:18 sec
WordPhonemeFreq@0011@One;SVM;56.47;56.4;56.4;57.69;"              precision    recall  f1-score   support

          -1       0.48      0.59      0.53        41
           0       0.44      0.44      0.44        41
           1       0.78      0.61      0.68        41

    accuracy                           0.54       123
   macro avg       0.57      0.54      0.55       123
weighted avg       0.57      0.54      0.55       123
";"[[24 18  8]
 [15 18  8]
 [ 2  5 25]]";"Sample train:[(-1, 732), (0, 318), (1, 400)]
RandomUnderSampler train:[(-1, 318), (0, 318), (1, 318)]";"Sample test:[(-1, 95), (0, 41), (1, 66)]
RandomUnderSampler test:[(-1, 41), (0, 41), (1, 41)]";0 hour:3 min:16 sec
WordPhonemeFreq@0011@All;RandomForest;52.84;52.44;53.78;53.48;"              precision    recall  f1-score   support

          -1       0.59      0.63      0.61        41
           0       0.44      0.51      0.47        41
           1       0.68      0.51      0.58        41

    accuracy                           0.55       123
   macro avg       0.57      0.55      0.56       123
weighted avg       0.57      0.55      0.56       123
";"[[26 14  4]
 [11 21 16]
 [ 4  6 21]]";"Sample train:[(-1, 732), (0, 318), (1, 400)]
RandomUnderSampler train:[(-1, 318), (0, 318), (1, 318)]";"Sample test:[(-1, 95), (0, 41), (1, 66)]
RandomUnderSampler test:[(-1, 41), (0, 41), (1, 41)]";0 hour:3 min:13 sec
WordPhonemeFreq@0011@One;RandomForest;51.32;52.84;53.03;53.87;"              precision    recall  f1-score   support

          -1       0.51      0.59      0.55        41
           0       0.44      0.41      0.43        41
           1       0.68      0.61      0.64        41

    accuracy                           0.54       123
   macro avg       0.54      0.54      0.54       123
weighted avg       0.54      0.54      0.54       123
";"[[24 19  4]
 [10 17 12]
 [ 7  5 25]]";"Sample train:[(-1, 732), (0, 318), (1, 400)]
RandomUnderSampler train:[(-1, 318), (0, 318), (1, 318)]";"Sample test:[(-1, 95), (0, 41), (1, 66)]
RandomUnderSampler test:[(-1, 41), (0, 41), (1, 41)]";0 hour:3 min:14 sec
WordPhonemeFreq@0011@All;LogisticRegression;54.78;55.45;55.45;55.14;"              precision    recall  f1-score   support

          -1       0.56      0.66      0.61        41
           0       0.51      0.46      0.49        41
           1       0.71      0.66      0.68        41

    accuracy                           0.59       123
   macro avg       0.60      0.59      0.59       123
weighted avg       0.60      0.59      0.59       123
";"[[27 15  6]
 [10 19  8]
 [ 4  7 27]]";"Sample train:[(-1, 732), (0, 318), (1, 400)]
RandomUnderSampler train:[(-1, 318), (0, 318), (1, 318)]";"Sample test:[(-1, 95), (0, 41), (1, 66)]
RandomUnderSampler test:[(-1, 41), (0, 41), (1, 41)]";0 hour:2 min:19 sec
WordPhonemeFreq@0011@One;LogisticRegression;56.05;56.6;56.6;56.19;"              precision    recall  f1-score   support

          -1       0.49      0.61      0.54        41
           0       0.49      0.41      0.45        41
           1       0.70      0.63      0.67        41

    accuracy                           0.55       123
   macro avg       0.56      0.55      0.55       123
weighted avg       0.56      0.55      0.55       123
";"[[25 18  8]
 [11 17  7]
 [ 5  6 26]]";"Sample train:[(-1, 732), (0, 318), (1, 400)]
RandomUnderSampler train:[(-1, 318), (0, 318), (1, 318)]";"Sample test:[(-1, 95), (0, 41), (1, 66)]
RandomUnderSampler test:[(-1, 41), (0, 41), (1, 41)]";0 hour:2 min:21 sec
WordPhonemeFreq@0100@All;SVM;56.41;56.6;56.6;57.37;"              precision    recall  f1-score   support

          -1       0.50      0.61      0.55        41
           0       0.44      0.44      0.44        41
           1       0.69      0.54      0.60        41

    accuracy                           0.53       123
   macro avg       0.54      0.53      0.53       123
weighted avg       0.54      0.53      0.53       123
";"[[25 17  8]
 [12 18 11]
 [ 4  6 22]]";"Sample train:[(-1, 732), (0, 318), (1, 400)]
RandomUnderSampler train:[(-1, 318), (0, 318), (1, 318)]";"Sample test:[(-1, 95), (0, 41), (1, 66)]
RandomUnderSampler test:[(-1, 41), (0, 41), (1, 41)]";0 hour:3 min:17 sec
WordPhonemeFreq@0100@One;SVM;56.59;56.5;56.5;57.69;"              precision    recall  f1-score   support

          -1       0.48      0.59      0.53        41
           0       0.46      0.41      0.44        41
           1       0.72      0.63      0.68        41

    accuracy                           0.54       123
   macro avg       0.55      0.54      0.55       123
weighted avg       0.55      0.54      0.55       123
";"[[24 19  7]
 [12 17  8]
 [ 5  5 26]]";"Sample train:[(-1, 732), (0, 318), (1, 400)]
RandomUnderSampler train:[(-1, 318), (0, 318), (1, 318)]";"Sample test:[(-1, 95), (0, 41), (1, 66)]
RandomUnderSampler test:[(-1, 41), (0, 41), (1, 41)]";0 hour:3 min:16 sec
WordPhonemeFreq@0100@All;RandomForest;52.27;53.06;52.44;52.9;"              precision    recall  f1-score   support

          -1       0.49      0.61      0.54        41
           0       0.45      0.44      0.44        41
           1       0.59      0.46      0.52        41

    accuracy                           0.50       123
   macro avg       0.51      0.50      0.50       123
weighted avg       0.51      0.50      0.50       123
";"[[25 17  9]
 [ 9 18 13]
 [ 7  6 19]]";"Sample train:[(-1, 732), (0, 318), (1, 400)]
RandomUnderSampler train:[(-1, 318), (0, 318), (1, 318)]";"Sample test:[(-1, 95), (0, 41), (1, 66)]
RandomUnderSampler test:[(-1, 41), (0, 41), (1, 41)]";0 hour:3 min:18 sec
WordPhonemeFreq@0100@One;RandomForest;52.21;53.19;52.31;53.86;"              precision    recall  f1-score   support

          -1       0.48      0.61      0.54        41
           0       0.44      0.44      0.44        41
           1       0.63      0.46      0.54        41

    accuracy                           0.50       123
   macro avg       0.52      0.50      0.50       123
weighted avg       0.52      0.50      0.50       123
";"[[25 19  8]
 [ 9 18 14]
 [ 7  4 19]]";"Sample train:[(-1, 732), (0, 318), (1, 400)]
RandomUnderSampler train:[(-1, 318), (0, 318), (1, 318)]";"Sample test:[(-1, 95), (0, 41), (1, 66)]
RandomUnderSampler test:[(-1, 41), (0, 41), (1, 41)]";0 hour:3 min:15 sec
WordPhonemeFreq@0100@All;LogisticRegression;54.75;55.35;55.35;55.13;"              precision    recall  f1-score   support

          -1       0.56      0.66      0.61        41
           0       0.51      0.46      0.49        41
           1       0.68      0.63      0.66        41

    accuracy                           0.59       123
   macro avg       0.59      0.59      0.58       123
weighted avg       0.59      0.59      0.58       123
";"[[27 15  6]
 [ 9 19  9]
 [ 5  7 26]]";"Sample train:[(-1, 732), (0, 318), (1, 400)]
RandomUnderSampler train:[(-1, 318), (0, 318), (1, 318)]";"Sample test:[(-1, 95), (0, 41), (1, 66)]
RandomUnderSampler test:[(-1, 41), (0, 41), (1, 41)]";0 hour:2 min:20 sec
WordPhonemeFreq@0100@One;LogisticRegression;55.98;56.39;56.39;56.29;"              precision    recall  f1-score   support

          -1       0.47      0.56      0.51        41
           0       0.50      0.46      0.48        41
           1       0.72      0.63      0.68        41

    accuracy                           0.55       123
   macro avg       0.56      0.55      0.56       123
weighted avg       0.56      0.55      0.56       123
";"[[23 18  8]
 [12 19  7]
 [ 6  4 26]]";"Sample train:[(-1, 732), (0, 318), (1, 400)]
RandomUnderSampler train:[(-1, 318), (0, 318), (1, 318)]";"Sample test:[(-1, 95), (0, 41), (1, 66)]
RandomUnderSampler test:[(-1, 41), (0, 41), (1, 41)]";0 hour:2 min:21 sec
WordPhonemeFreq@0101@All;SVM;56.38;56.6;56.6;57.18;"              precision    recall  f1-score   support

          -1       0.52      0.61      0.56        41
           0       0.44      0.44      0.44        41
           1       0.71      0.59      0.64        41

    accuracy                           0.54       123
   macro avg       0.56      0.54      0.55       123
weighted avg       0.56      0.54      0.55       123
";"[[25 17  6]
 [12 18 11]
 [ 4  6 24]]";"Sample train:[(-1, 732), (0, 318), (1, 400)]
RandomUnderSampler train:[(-1, 318), (0, 318), (1, 318)]";"Sample test:[(-1, 95), (0, 41), (1, 66)]
RandomUnderSampler test:[(-1, 41), (0, 41), (1, 41)]";0 hour:3 min:19 sec
WordPhonemeFreq@0101@One;SVM;56.35;56.29;56.29;57.58;"              precision    recall  f1-score   support

          -1       0.49      0.59      0.53        41
           0       0.43      0.44      0.43        41
           1       0.78      0.61      0.68        41

    accuracy                           0.54       123
   macro avg       0.57      0.54      0.55       123
weighted avg       0.57      0.54      0.55       123
";"[[24 18  7]
 [15 18  9]
 [ 2  5 25]]";"Sample train:[(-1, 732), (0, 318), (1, 400)]
RandomUnderSampler train:[(-1, 318), (0, 318), (1, 318)]";"Sample test:[(-1, 95), (0, 41), (1, 66)]
RandomUnderSampler test:[(-1, 41), (0, 41), (1, 41)]";0 hour:3 min:19 sec
WordPhonemeFreq@0101@All;RandomForest;52.69;53.07;52.55;52.91;"              precision    recall  f1-score   support

          -1       0.55      0.59      0.56        41
           0       0.49      0.51      0.50        41
           1       0.61      0.54      0.57        41

    accuracy                           0.54       123
   macro avg       0.55      0.54      0.55       123
weighted avg       0.55      0.54      0.55       123
";"[[24 12  8]
 [11 21 11]
 [ 6  8 22]]";"Sample train:[(-1, 732), (0, 318), (1, 400)]
RandomUnderSampler train:[(-1, 318), (0, 318), (1, 318)]";"Sample test:[(-1, 95), (0, 41), (1, 66)]
RandomUnderSampler test:[(-1, 41), (0, 41), (1, 41)]";0 hour:3 min:16 sec
WordPhonemeFreq@0101@One;RandomForest;52.25;52.8;53.3;53.73;"              precision    recall  f1-score   support

          -1       0.47      0.59      0.52        41
           0       0.45      0.37      0.41        41
           1       0.69      0.66      0.68        41

    accuracy                           0.54       123
   macro avg       0.54      0.54      0.53       123
weighted avg       0.54      0.54      0.53       123
";"[[24 20  7]
 [11 15  7]
 [ 6  6 27]]";"Sample train:[(-1, 732), (0, 318), (1, 400)]
RandomUnderSampler train:[(-1, 318), (0, 318), (1, 318)]";"Sample test:[(-1, 95), (0, 41), (1, 66)]
RandomUnderSampler test:[(-1, 41), (0, 41), (1, 41)]";0 hour:3 min:14 sec
WordPhonemeFreq@0101@All;LogisticRegression;54.9;55.56;55.56;55.23;"              precision    recall  f1-score   support

          -1       0.56      0.66      0.61        41
           0       0.51      0.46      0.49        41
           1       0.71      0.66      0.68        41

    accuracy                           0.59       123
   macro avg       0.60      0.59      0.59       123
weighted avg       0.60      0.59      0.59       123
";"[[27 15  6]
 [10 19  8]
 [ 4  7 27]]";"Sample train:[(-1, 732), (0, 318), (1, 400)]
RandomUnderSampler train:[(-1, 318), (0, 318), (1, 318)]";"Sample test:[(-1, 95), (0, 41), (1, 66)]
RandomUnderSampler test:[(-1, 41), (0, 41), (1, 41)]";0 hour:2 min:20 sec
WordPhonemeFreq@0101@One;LogisticRegression;55.95;56.5;56.5;56.11;"              precision    recall  f1-score   support

          -1       0.48      0.59      0.53        41
           0       0.49      0.41      0.45        41
           1       0.68      0.63      0.66        41

    accuracy                           0.54       123
   macro avg       0.55      0.54      0.54       123
weighted avg       0.55      0.54      0.54       123
";"[[24 18  8]
 [11 17  7]
 [ 6  6 26]]";"Sample train:[(-1, 732), (0, 318), (1, 400)]
RandomUnderSampler train:[(-1, 318), (0, 318), (1, 318)]";"Sample test:[(-1, 95), (0, 41), (1, 66)]
RandomUnderSampler test:[(-1, 41), (0, 41), (1, 41)]";0 hour:2 min:20 sec
WordPhonemeFreq@0110@All;SVM;56.41;56.6;56.6;57.29;"              precision    recall  f1-score   support

          -1       0.51      0.61      0.56        41
           0       0.44      0.44      0.44        41
           1       0.70      0.56      0.62        41

    accuracy                           0.54       123
   macro avg       0.55      0.54      0.54       123
weighted avg       0.55      0.54      0.54       123
";"[[25 17  7]
 [12 18 11]
 [ 4  6 23]]";"Sample train:[(-1, 732), (0, 318), (1, 400)]
RandomUnderSampler train:[(-1, 318), (0, 318), (1, 318)]";"Sample test:[(-1, 95), (0, 41), (1, 66)]
RandomUnderSampler test:[(-1, 41), (0, 41), (1, 41)]";0 hour:3 min:20 sec
WordPhonemeFreq@0110@One;SVM;56.4;56.29;56.29;57.58;"              precision    recall  f1-score   support

          -1       0.48      0.59      0.53        41
           0       0.46      0.41      0.44        41
           1       0.72      0.63      0.68        41

    accuracy                           0.54       123
   macro avg       0.55      0.54      0.55       123
weighted avg       0.55      0.54      0.55       123
";"[[24 19  7]
 [12 17  8]
 [ 5  5 26]]";"Sample train:[(-1, 732), (0, 318), (1, 400)]
RandomUnderSampler train:[(-1, 318), (0, 318), (1, 318)]";"Sample test:[(-1, 95), (0, 41), (1, 66)]
RandomUnderSampler test:[(-1, 41), (0, 41), (1, 41)]";0 hour:3 min:16 sec
WordPhonemeFreq@0110@All;RandomForest;52.76;52.59;52.64;53.57;"              precision    recall  f1-score   support

          -1       0.53      0.66      0.59        41
           0       0.47      0.41      0.44        41
           1       0.64      0.56      0.60        41

    accuracy                           0.54       123
   macro avg       0.55      0.54      0.54       123
weighted avg       0.55      0.54      0.54       123
";"[[27 18  6]
 [ 7 17 12]
 [ 7  6 23]]";"Sample train:[(-1, 732), (0, 318), (1, 400)]
RandomUnderSampler train:[(-1, 318), (0, 318), (1, 318)]";"Sample test:[(-1, 95), (0, 41), (1, 66)]
RandomUnderSampler test:[(-1, 41), (0, 41), (1, 41)]";0 hour:3 min:16 sec
WordPhonemeFreq@0110@One;RandomForest;52.36;52.53;52.47;53.17;"              precision    recall  f1-score   support

          -1       0.44      0.56      0.49        41
           0       0.44      0.41      0.43        41
           1       0.72      0.56      0.63        41

    accuracy                           0.51       123
   macro avg       0.53      0.51      0.52       123
weighted avg       0.53      0.51      0.52       123
";"[[23 20  9]
 [13 17  9]
 [ 5  4 23]]";"Sample train:[(-1, 732), (0, 318), (1, 400)]
RandomUnderSampler train:[(-1, 318), (0, 318), (1, 318)]";"Sample test:[(-1, 95), (0, 41), (1, 66)]
RandomUnderSampler test:[(-1, 41), (0, 41), (1, 41)]";0 hour:3 min:12 sec
WordPhonemeFreq@0110@All;LogisticRegression;54.85;55.45;55.45;55.22;"              precision    recall  f1-score   support

          -1       0.56      0.66      0.61        41
           0       0.53      0.46      0.49        41
           1       0.69      0.66      0.68        41

    accuracy                           0.59       123
   macro avg       0.59      0.59      0.59       123
weighted avg       0.59      0.59      0.59       123
";"[[27 15  6]
 [ 9 19  8]
 [ 5  7 27]]";"Sample train:[(-1, 732), (0, 318), (1, 400)]
RandomUnderSampler train:[(-1, 318), (0, 318), (1, 318)]";"Sample test:[(-1, 95), (0, 41), (1, 66)]
RandomUnderSampler test:[(-1, 41), (0, 41), (1, 41)]";0 hour:2 min:21 sec
WordPhonemeFreq@0110@One;LogisticRegression;55.89;56.29;56.29;56.18;"              precision    recall  f1-score   support

          -1       0.47      0.56      0.51        41
           0       0.49      0.44      0.46        41
           1       0.70      0.63      0.67        41

    accuracy                           0.54       123
   macro avg       0.55      0.54      0.55       123
weighted avg       0.55      0.54      0.55       123
";"[[23 18  8]
 [12 18  7]
 [ 6  5 26]]";"Sample train:[(-1, 732), (0, 318), (1, 400)]
RandomUnderSampler train:[(-1, 318), (0, 318), (1, 318)]";"Sample test:[(-1, 95), (0, 41), (1, 66)]
RandomUnderSampler test:[(-1, 41), (0, 41), (1, 41)]";0 hour:2 min:18 sec
WordPhonemeFreq@0111@All;SVM;56.38;56.6;56.6;57.18;"              precision    recall  f1-score   support

          -1       0.52      0.61      0.56        41
           0       0.44      0.44      0.44        41
           1       0.71      0.59      0.64        41

    accuracy                           0.54       123
   macro avg       0.56      0.54      0.55       123
weighted avg       0.56      0.54      0.55       123
";"[[25 17  6]
 [12 18 11]
 [ 4  6 24]]";"Sample train:[(-1, 732), (0, 318), (1, 400)]
RandomUnderSampler train:[(-1, 318), (0, 318), (1, 318)]";"Sample test:[(-1, 95), (0, 41), (1, 66)]
RandomUnderSampler test:[(-1, 41), (0, 41), (1, 41)]";0 hour:3 min:24 sec
WordPhonemeFreq@0111@One;SVM;56.57;56.5;56.5;57.76;"              precision    recall  f1-score   support

          -1       0.49      0.59      0.53        41
           0       0.43      0.44      0.43        41
           1       0.78      0.61      0.68        41

    accuracy                           0.54       123
   macro avg       0.57      0.54      0.55       123
weighted avg       0.57      0.54      0.55       123
";"[[24 18  7]
 [15 18  9]
 [ 2  5 25]]";"Sample train:[(-1, 732), (0, 318), (1, 400)]
RandomUnderSampler train:[(-1, 318), (0, 318), (1, 318)]";"Sample test:[(-1, 95), (0, 41), (1, 66)]
RandomUnderSampler test:[(-1, 41), (0, 41), (1, 41)]";0 hour:3 min:18 sec
WordPhonemeFreq@0111@All;RandomForest;52.9;53.89;53.43;53.27;"              precision    recall  f1-score   support

          -1       0.49      0.63      0.55        41
           0       0.43      0.39      0.41        41
           1       0.67      0.54      0.59        41

    accuracy                           0.52       123
   macro avg       0.53      0.52      0.52       123
weighted avg       0.53      0.52      0.52       123
";"[[26 18  9]
 [11 16 10]
 [ 4  7 22]]";"Sample train:[(-1, 732), (0, 318), (1, 400)]
RandomUnderSampler train:[(-1, 318), (0, 318), (1, 318)]";"Sample test:[(-1, 95), (0, 41), (1, 66)]
RandomUnderSampler test:[(-1, 41), (0, 41), (1, 41)]";0 hour:3 min:18 sec
WordPhonemeFreq@0111@One;RandomForest;53.49;53.02;52.44;52.78;"              precision    recall  f1-score   support

          -1       0.53      0.61      0.57        41
           0       0.50      0.49      0.49        41
           1       0.69      0.61      0.65        41

    accuracy                           0.57       123
   macro avg       0.58      0.57      0.57       123
weighted avg       0.58      0.57      0.57       123
";"[[25 17  5]
 [ 9 20 11]
 [ 7  4 25]]";"Sample train:[(-1, 732), (0, 318), (1, 400)]
RandomUnderSampler train:[(-1, 318), (0, 318), (1, 318)]";"Sample test:[(-1, 95), (0, 41), (1, 66)]
RandomUnderSampler test:[(-1, 41), (0, 41), (1, 41)]";0 hour:3 min:18 sec
WordPhonemeFreq@0111@All;LogisticRegression;54.79;55.45;55.45;55.12;"              precision    recall  f1-score   support

          -1       0.56      0.66      0.61        41
           0       0.51      0.46      0.49        41
           1       0.71      0.66      0.68        41

    accuracy                           0.59       123
   macro avg       0.60      0.59      0.59       123
weighted avg       0.60      0.59      0.59       123
";"[[27 15  6]
 [10 19  8]
 [ 4  7 27]]";"Sample train:[(-1, 732), (0, 318), (1, 400)]
RandomUnderSampler train:[(-1, 318), (0, 318), (1, 318)]";"Sample test:[(-1, 95), (0, 41), (1, 66)]
RandomUnderSampler test:[(-1, 41), (0, 41), (1, 41)]";0 hour:2 min:22 sec
WordPhonemeFreq@0111@One;LogisticRegression;56.05;56.6;56.6;56.24;"              precision    recall  f1-score   support

          -1       0.48      0.59      0.53        41
           0       0.49      0.41      0.45        41
           1       0.68      0.63      0.66        41

    accuracy                           0.54       123
   macro avg       0.55      0.54      0.54       123
weighted avg       0.55      0.54      0.54       123
";"[[24 18  8]
 [11 17  7]
 [ 6  6 26]]";"Sample train:[(-1, 732), (0, 318), (1, 400)]
RandomUnderSampler train:[(-1, 318), (0, 318), (1, 318)]";"Sample test:[(-1, 95), (0, 41), (1, 66)]
RandomUnderSampler test:[(-1, 41), (0, 41), (1, 41)]";0 hour:2 min:22 sec
