model_name;classifier;f1;accuracy;recall;precision;classification;confusion;sample_train;sample_test;time_processing
WordPhonemeFreq@0100@All;SVM;67.27;67.17;67.17;67.72;"              precision    recall  f1-score   support

          -1       0.70      0.71      0.71        73
           0       0.60      0.56      0.58        73
           1       0.77      0.81      0.79        73

    accuracy                           0.69       219
   macro avg       0.69      0.69      0.69       219
weighted avg       0.69      0.69      0.69       219
";"[[52 17  5]
 [18 41  9]
 [ 3 15 59]]";"Sample train:[(-1, 732), (0, 318), (1, 400)]
RandomOverSampler train:[(-1, 732), (0, 732), (1, 732)]";;0 hour:4 min:57 sec
WordPhonemeFreq@0100@One;SVM;68.2;68.15;68.15;68.56;"              precision    recall  f1-score   support

          -1       0.73      0.78      0.75        73
           0       0.66      0.66      0.66        73
           1       0.76      0.71      0.74        73

    accuracy                           0.72       219
   macro avg       0.72      0.72      0.72       219
weighted avg       0.72      0.72      0.72       219
";"[[57 13  8]
 [12 48 13]
 [ 4 12 52]]";"Sample train:[(-1, 732), (0, 318), (1, 400)]
RandomOverSampler train:[(-1, 732), (0, 732), (1, 732)]";;0 hour:4 min:48 sec
WordPhonemeFreq@0100@All;RandomForest;87.1;87.05;87.05;87.51;"              precision    recall  f1-score   support

          -1       0.85      0.93      0.89        73
           0       0.93      0.88      0.90        73
           1       0.91      0.88      0.90        73

    accuracy                           0.89       219
   macro avg       0.90      0.89      0.90       219
weighted avg       0.90      0.89      0.90       219
";"[[68  5  7]
 [ 3 64  2]
 [ 2  4 64]]";"Sample train:[(-1, 732), (0, 318), (1, 400)]
RandomOverSampler train:[(-1, 732), (0, 732), (1, 732)]";;0 hour:2 min:28 sec
WordPhonemeFreq@0100@One;RandomForest;87.49;87.43;87.43;87.92;"              precision    recall  f1-score   support

          -1       0.81      0.93      0.87        73
           0       0.98      0.89      0.94        73
           1       0.91      0.86      0.89        73

    accuracy                           0.89       219
   macro avg       0.90      0.89      0.90       219
weighted avg       0.90      0.89      0.90       219
";"[[68  6 10]
 [ 1 65  0]
 [ 4  2 63]]";"Sample train:[(-1, 732), (0, 318), (1, 400)]
RandomOverSampler train:[(-1, 732), (0, 732), (1, 732)]";;0 hour:2 min:27 sec
WordPhonemeFreq@0101@All;SVM;67.67;67.59;67.59;68.06;"              precision    recall  f1-score   support

          -1       0.70      0.71      0.71        73
           0       0.62      0.59      0.61        73
           1       0.79      0.82      0.81        73

    accuracy                           0.71       219
   macro avg       0.71      0.71      0.71       219
weighted avg       0.71      0.71      0.71       219
";"[[52 17  5]
 [18 43  8]
 [ 3 13 60]]";"Sample train:[(-1, 732), (0, 318), (1, 400)]
RandomOverSampler train:[(-1, 732), (0, 732), (1, 732)]";;0 hour:4 min:56 sec
WordPhonemeFreq@0101@One;SVM;68.23;68.19;68.19;68.59;"              precision    recall  f1-score   support

          -1       0.73      0.77      0.75        73
           0       0.64      0.63      0.63        73
           1       0.76      0.73      0.74        73

    accuracy                           0.71       219
   macro avg       0.71      0.71      0.71       219
weighted avg       0.71      0.71      0.71       219
";"[[56 14  7]
 [13 46 13]
 [ 4 13 53]]";"Sample train:[(-1, 732), (0, 318), (1, 400)]
RandomOverSampler train:[(-1, 732), (0, 732), (1, 732)]";;0 hour:4 min:55 sec
WordPhonemeFreq@0101@All;RandomForest;87.42;87.37;87.37;87.9;"              precision    recall  f1-score   support

          -1       0.82      0.90      0.86        73
           0       0.92      0.89      0.90        73
           1       0.91      0.85      0.88        73

    accuracy                           0.88       219
   macro avg       0.88      0.88      0.88       219
weighted avg       0.88      0.88      0.88       219
";"[[66  6  8]
 [ 3 65  3]
 [ 4  2 62]]";"Sample train:[(-1, 732), (0, 318), (1, 400)]
RandomOverSampler train:[(-1, 732), (0, 732), (1, 732)]";;0 hour:2 min:28 sec
WordPhonemeFreq@0101@One;RandomForest;87.34;87.29;87.29;87.79;"              precision    recall  f1-score   support

          -1       0.83      0.95      0.88        73
           0       0.96      0.90      0.93        73
           1       0.94      0.86      0.90        73

    accuracy                           0.90       219
   macro avg       0.91      0.90      0.90       219
weighted avg       0.91      0.90      0.90       219
";"[[69  5  9]
 [ 2 66  1]
 [ 2  2 63]]";"Sample train:[(-1, 732), (0, 318), (1, 400)]
RandomOverSampler train:[(-1, 732), (0, 732), (1, 732)]";;0 hour:2 min:26 sec
WordPhonemeFreq@0110@All;SVM;67.35;67.25;67.25;67.8;"              precision    recall  f1-score   support

          -1       0.70      0.71      0.71        73
           0       0.60      0.56      0.58        73
           1       0.77      0.81      0.79        73

    accuracy                           0.69       219
   macro avg       0.69      0.69      0.69       219
weighted avg       0.69      0.69      0.69       219
";"[[52 17  5]
 [18 41  9]
 [ 3 15 59]]";"Sample train:[(-1, 732), (0, 318), (1, 400)]
RandomOverSampler train:[(-1, 732), (0, 732), (1, 732)]";;0 hour:4 min:55 sec
WordPhonemeFreq@0110@One;SVM;68.19;68.13;68.13;68.54;"              precision    recall  f1-score   support

          -1       0.73      0.78      0.75        73
           0       0.66      0.66      0.66        73
           1       0.76      0.71      0.74        73

    accuracy                           0.72       219
   macro avg       0.72      0.72      0.72       219
weighted avg       0.72      0.72      0.72       219
";"[[57 13  8]
 [12 48 13]
 [ 4 12 52]]";"Sample train:[(-1, 732), (0, 318), (1, 400)]
RandomOverSampler train:[(-1, 732), (0, 732), (1, 732)]";;0 hour:4 min:50 sec
WordPhonemeFreq@0110@All;RandomForest;87.27;87.22;87.22;87.72;"              precision    recall  f1-score   support

          -1       0.83      0.95      0.88        73
           0       0.93      0.89      0.91        73
           1       0.94      0.85      0.89        73

    accuracy                           0.89       219
   macro avg       0.90      0.89      0.90       219
weighted avg       0.90      0.89      0.90       219
";"[[69  7  7]
 [ 1 65  4]
 [ 3  1 62]]";"Sample train:[(-1, 732), (0, 318), (1, 400)]
RandomOverSampler train:[(-1, 732), (0, 732), (1, 732)]";;0 hour:2 min:35 sec
WordPhonemeFreq@0110@One;RandomForest;87.08;87.03;87.03;87.54;"              precision    recall  f1-score   support

          -1       0.85      0.93      0.89        73
           0       0.97      0.89      0.93        73
           1       0.90      0.89      0.90        73

    accuracy                           0.90       219
   macro avg       0.91      0.90      0.90       219
weighted avg       0.91      0.90      0.90       219
";"[[68  4  8]
 [ 2 65  0]
 [ 3  4 65]]";"Sample train:[(-1, 732), (0, 318), (1, 400)]
RandomOverSampler train:[(-1, 732), (0, 732), (1, 732)]";;0 hour:2 min:23 sec
WordPhonemeFreq@0111@All;SVM;67.68;67.59;67.59;68.08;"              precision    recall  f1-score   support

          -1       0.70      0.71      0.71        73
           0       0.61      0.59      0.60        73
           1       0.79      0.81      0.80        73

    accuracy                           0.70       219
   macro avg       0.70      0.70      0.70       219
weighted avg       0.70      0.70      0.70       219
";"[[52 17  5]
 [18 43  9]
 [ 3 13 59]]";"Sample train:[(-1, 732), (0, 318), (1, 400)]
RandomOverSampler train:[(-1, 732), (0, 732), (1, 732)]";;0 hour:5 min:2 sec
WordPhonemeFreq@0111@One;SVM;68.25;68.21;68.21;68.62;"              precision    recall  f1-score   support

          -1       0.73      0.77      0.75        73
           0       0.64      0.64      0.64        73
           1       0.77      0.73      0.75        73

    accuracy                           0.71       219
   macro avg       0.71      0.71      0.71       219
weighted avg       0.71      0.71      0.71       219
";"[[56 14  7]
 [13 47 13]
 [ 4 12 53]]";"Sample train:[(-1, 732), (0, 318), (1, 400)]
RandomOverSampler train:[(-1, 732), (0, 732), (1, 732)]";;0 hour:4 min:49 sec
WordPhonemeFreq@0111@All;RandomForest;87.19;87.13;87.13;87.64;"              precision    recall  f1-score   support

          -1       0.85      0.90      0.87        73
           0       0.93      0.90      0.92        73
           1       0.94      0.90      0.92        73

    accuracy                           0.90       219
   macro avg       0.91      0.90      0.90       219
weighted avg       0.91      0.90      0.90       219
";"[[66  5  7]
 [ 5 66  0]
 [ 2  2 66]]";"Sample train:[(-1, 732), (0, 318), (1, 400)]
RandomOverSampler train:[(-1, 732), (0, 732), (1, 732)]";;0 hour:2 min:29 sec
WordPhonemeFreq@0111@One;RandomForest;87.42;87.37;87.37;87.86;"              precision    recall  f1-score   support

          -1       0.82      0.93      0.87        73
           0       0.98      0.89      0.94        73
           1       0.90      0.86      0.88        73

    accuracy                           0.89       219
   macro avg       0.90      0.89      0.90       219
weighted avg       0.90      0.89      0.90       219
";"[[68  5 10]
 [ 1 65  0]
 [ 4  3 63]]";"Sample train:[(-1, 732), (0, 318), (1, 400)]
RandomOverSampler train:[(-1, 732), (0, 732), (1, 732)]";;0 hour:2 min:28 sec
WordPhonemeFreq@1000@All;SVM;67.62;67.52;67.52;68.03;"              precision    recall  f1-score   support

          -1       0.70      0.70      0.70        73
           0       0.59      0.56      0.57        73
           1       0.76      0.79      0.78        73

    accuracy                           0.68       219
   macro avg       0.68      0.68      0.68       219
weighted avg       0.68      0.68      0.68       219
";"[[51 17  5]
 [19 41 10]
 [ 3 15 58]]";"Sample train:[(-1, 732), (0, 318), (1, 400)]
RandomOverSampler train:[(-1, 732), (0, 732), (1, 732)]";;0 hour:4 min:54 sec
WordPhonemeFreq@1000@One;SVM;68.25;68.2;68.2;68.61;"              precision    recall  f1-score   support

          -1       0.73      0.78      0.75        73
           0       0.65      0.66      0.65        73
           1       0.78      0.71      0.74        73

    accuracy                           0.72       219
   macro avg       0.72      0.72      0.72       219
weighted avg       0.72      0.72      0.72       219
";"[[57 14  7]
 [12 48 14]
 [ 4 11 52]]";"Sample train:[(-1, 732), (0, 318), (1, 400)]
RandomOverSampler train:[(-1, 732), (0, 732), (1, 732)]";;0 hour:4 min:58 sec
WordPhonemeFreq@1000@All;RandomForest;87.44;87.39;87.39;87.86;"              precision    recall  f1-score   support

          -1       0.83      0.86      0.85        73
           0       0.90      0.89      0.90        73
           1       0.90      0.88      0.89        73

    accuracy                           0.88       219
   macro avg       0.88      0.88      0.88       219
weighted avg       0.88      0.88      0.88       219
";"[[63  5  8]
 [ 6 65  1]
 [ 4  3 64]]";"Sample train:[(-1, 732), (0, 318), (1, 400)]
RandomOverSampler train:[(-1, 732), (0, 732), (1, 732)]";;0 hour:2 min:25 sec
WordPhonemeFreq@1000@One;RandomForest;87.56;87.51;87.51;88.02;"              precision    recall  f1-score   support

          -1       0.83      0.93      0.88        73
           0       0.98      0.89      0.94        73
           1       0.90      0.88      0.89        73

    accuracy                           0.90       219
   macro avg       0.91      0.90      0.90       219
weighted avg       0.91      0.90      0.90       219
";"[[68  5  9]
 [ 1 65  0]
 [ 4  3 64]]";"Sample train:[(-1, 732), (0, 318), (1, 400)]
RandomOverSampler train:[(-1, 732), (0, 732), (1, 732)]";;0 hour:2 min:28 sec
WordPhonemeFreq@1001@All;SVM;67.72;67.63;67.63;68.1;"              precision    recall  f1-score   support

          -1       0.70      0.70      0.70        73
           0       0.61      0.59      0.60        73
           1       0.79      0.81      0.80        73

    accuracy                           0.70       219
   macro avg       0.70      0.70      0.70       219
weighted avg       0.70      0.70      0.70       219
";"[[51 17  5]
 [19 43  9]
 [ 3 13 59]]";"Sample train:[(-1, 732), (0, 318), (1, 400)]
RandomOverSampler train:[(-1, 732), (0, 732), (1, 732)]";;0 hour:4 min:57 sec
WordPhonemeFreq@1001@One;SVM;68.2;68.17;68.17;68.57;"              precision    recall  f1-score   support

          -1       0.73      0.77      0.75        73
           0       0.64      0.64      0.64        73
           1       0.77      0.73      0.75        73

    accuracy                           0.71       219
   macro avg       0.71      0.71      0.71       219
weighted avg       0.71      0.71      0.71       219
";"[[56 14  7]
 [13 47 13]
 [ 4 12 53]]";"Sample train:[(-1, 732), (0, 318), (1, 400)]
RandomOverSampler train:[(-1, 732), (0, 732), (1, 732)]";;0 hour:5 min:3 sec
WordPhonemeFreq@1001@All;RandomForest;86.89;86.84;86.84;87.3;"              precision    recall  f1-score   support

          -1       0.83      0.93      0.88        73
           0       0.96      0.89      0.92        73
           1       0.94      0.89      0.92        73

    accuracy                           0.90       219
   macro avg       0.91      0.90      0.90       219
weighted avg       0.91      0.90      0.90       219
";"[[68  6  8]
 [ 3 65  0]
 [ 2  2 65]]";"Sample train:[(-1, 732), (0, 318), (1, 400)]
RandomOverSampler train:[(-1, 732), (0, 732), (1, 732)]";;0 hour:2 min:32 sec
WordPhonemeFreq@1001@One;RandomForest;87.53;87.48;87.48;88.0;"              precision    recall  f1-score   support

          -1       0.81      0.90      0.86        73
           0       0.94      0.89      0.92        73
           1       0.91      0.86      0.89        73

    accuracy                           0.89       219
   macro avg       0.89      0.89      0.89       219
weighted avg       0.89      0.89      0.89       219
";"[[66  5 10]
 [ 4 65  0]
 [ 3  3 63]]";"Sample train:[(-1, 732), (0, 318), (1, 400)]
RandomOverSampler train:[(-1, 732), (0, 732), (1, 732)]";;0 hour:2 min:22 sec
WordPhonemeFreq@1010@All;SVM;67.75;67.66;67.66;68.15;"              precision    recall  f1-score   support

          -1       0.70      0.70      0.70        73
           0       0.61      0.59      0.60        73
           1       0.79      0.81      0.80        73

    accuracy                           0.70       219
   macro avg       0.70      0.70      0.70       219
weighted avg       0.70      0.70      0.70       219
";"[[51 17  5]
 [19 43  9]
 [ 3 13 59]]";"Sample train:[(-1, 732), (0, 318), (1, 400)]
RandomOverSampler train:[(-1, 732), (0, 732), (1, 732)]";;0 hour:4 min:56 sec
WordPhonemeFreq@1010@One;SVM;68.22;68.18;68.18;68.58;"              precision    recall  f1-score   support

          -1       0.73      0.78      0.75        73
           0       0.65      0.66      0.65        73
           1       0.78      0.71      0.74        73

    accuracy                           0.72       219
   macro avg       0.72      0.72      0.72       219
weighted avg       0.72      0.72      0.72       219
";"[[57 14  7]
 [12 48 14]
 [ 4 11 52]]";"Sample train:[(-1, 732), (0, 318), (1, 400)]
RandomOverSampler train:[(-1, 732), (0, 732), (1, 732)]";;0 hour:5 min:2 sec
WordPhonemeFreq@1010@All;RandomForest;87.1;87.04;87.04;87.5;"              precision    recall  f1-score   support

          -1       0.83      0.93      0.88        73
           0       0.97      0.89      0.93        73
           1       0.91      0.88      0.90        73

    accuracy                           0.90       219
   macro avg       0.90      0.90      0.90       219
weighted avg       0.90      0.90      0.90       219
";"[[68  5  9]
 [ 2 65  0]
 [ 3  3 64]]";"Sample train:[(-1, 732), (0, 318), (1, 400)]
RandomOverSampler train:[(-1, 732), (0, 732), (1, 732)]";;0 hour:2 min:28 sec
WordPhonemeFreq@1010@One;RandomForest;87.41;87.36;87.36;87.83;"              precision    recall  f1-score   support

          -1       0.83      0.96      0.89        73
           0       0.99      0.90      0.94        73
           1       0.94      0.88      0.91        73

    accuracy                           0.91       219
   macro avg       0.92      0.91      0.91       219
weighted avg       0.92      0.91      0.91       219
";"[[70  5  9]
 [ 1 66  0]
 [ 2  2 64]]";"Sample train:[(-1, 732), (0, 318), (1, 400)]
RandomOverSampler train:[(-1, 732), (0, 732), (1, 732)]";;0 hour:2 min:29 sec
WordPhonemeFreq@1011@All;SVM;67.7;67.61;67.61;68.1;"              precision    recall  f1-score   support

          -1       0.70      0.70      0.70        73
           0       0.61      0.59      0.60        73
           1       0.79      0.81      0.80        73

    accuracy                           0.70       219
   macro avg       0.70      0.70      0.70       219
weighted avg       0.70      0.70      0.70       219
";"[[51 17  5]
 [19 43  9]
 [ 3 13 59]]";"Sample train:[(-1, 732), (0, 318), (1, 400)]
RandomOverSampler train:[(-1, 732), (0, 732), (1, 732)]";;0 hour:4 min:58 sec
WordPhonemeFreq@1011@One;SVM;68.22;68.18;68.18;68.59;"              precision    recall  f1-score   support

          -1       0.72      0.75      0.74        73
           0       0.64      0.64      0.64        73
           1       0.77      0.73      0.75        73

    accuracy                           0.71       219
   macro avg       0.71      0.71      0.71       219
weighted avg       0.71      0.71      0.71       219
";"[[55 14  7]
 [14 47 13]
 [ 4 12 53]]";"Sample train:[(-1, 732), (0, 318), (1, 400)]
RandomOverSampler train:[(-1, 732), (0, 732), (1, 732)]";;0 hour:4 min:52 sec
WordPhonemeFreq@1011@All;RandomForest;87.31;87.26;87.26;87.72;"              precision    recall  f1-score   support

          -1       0.85      0.93      0.89        73
           0       0.93      0.90      0.92        73
           1       0.94      0.88      0.91        73

    accuracy                           0.90       219
   macro avg       0.91      0.90      0.90       219
weighted avg       0.91      0.90      0.90       219
";"[[68  5  7]
 [ 3 66  2]
 [ 2  2 64]]";"Sample train:[(-1, 732), (0, 318), (1, 400)]
RandomOverSampler train:[(-1, 732), (0, 732), (1, 732)]";;0 hour:2 min:25 sec
WordPhonemeFreq@1011@One;RandomForest;87.46;87.41;87.41;87.89;"              precision    recall  f1-score   support

          -1       0.81      0.90      0.86        73
           0       0.94      0.89      0.92        73
           1       0.91      0.86      0.89        73

    accuracy                           0.89       219
   macro avg       0.89      0.89      0.89       219
weighted avg       0.89      0.89      0.89       219
";"[[66  6  9]
 [ 3 65  1]
 [ 4  2 63]]";"Sample train:[(-1, 732), (0, 318), (1, 400)]
RandomOverSampler train:[(-1, 732), (0, 732), (1, 732)]";;0 hour:2 min:22 sec
WordPhonemeFreq@1100@All;SVM;67.56;67.46;67.46;67.98;"              precision    recall  f1-score   support

          -1       0.70      0.70      0.70        73
           0       0.59      0.56      0.57        73
           1       0.76      0.79      0.78        73

    accuracy                           0.68       219
   macro avg       0.68      0.68      0.68       219
weighted avg       0.68      0.68      0.68       219
";"[[51 17  5]
 [19 41 10]
 [ 3 15 58]]";"Sample train:[(-1, 732), (0, 318), (1, 400)]
RandomOverSampler train:[(-1, 732), (0, 732), (1, 732)]";;0 hour:5 min:0 sec
WordPhonemeFreq@1100@One;SVM;68.19;68.14;68.14;68.55;"              precision    recall  f1-score   support

          -1       0.73      0.78      0.75        73
           0       0.65      0.66      0.65        73
           1       0.78      0.71      0.74        73

    accuracy                           0.72       219
   macro avg       0.72      0.72      0.72       219
weighted avg       0.72      0.72      0.72       219
";"[[57 14  7]
 [12 48 14]
 [ 4 11 52]]";"Sample train:[(-1, 732), (0, 318), (1, 400)]
RandomOverSampler train:[(-1, 732), (0, 732), (1, 732)]";;0 hour:4 min:57 sec
WordPhonemeFreq@1100@All;RandomForest;87.38;87.32;87.32;87.82;"              precision    recall  f1-score   support

          -1       0.81      0.93      0.87        73
           0       0.98      0.89      0.94        73
           1       0.91      0.86      0.89        73

    accuracy                           0.89       219
   macro avg       0.90      0.89      0.90       219
weighted avg       0.90      0.89      0.90       219
";"[[68  6 10]
 [ 1 65  0]
 [ 4  2 63]]";"Sample train:[(-1, 732), (0, 318), (1, 400)]
RandomOverSampler train:[(-1, 732), (0, 732), (1, 732)]";;0 hour:2 min:46 sec
WordPhonemeFreq@1100@One;RandomForest;87.1;87.05;87.05;87.52;"              precision    recall  f1-score   support

          -1       0.82      0.89      0.86        73
           0       0.96      0.89      0.92        73
           1       0.89      0.88      0.88        73

    accuracy                           0.89       219
   macro avg       0.89      0.89      0.89       219
weighted avg       0.89      0.89      0.89       219
";"[[65  5  9]
 [ 3 65  0]
 [ 5  3 64]]";"Sample train:[(-1, 732), (0, 318), (1, 400)]
RandomOverSampler train:[(-1, 732), (0, 732), (1, 732)]";;0 hour:2 min:29 sec
WordPhonemeFreq@1101@All;SVM;67.64;67.55;67.55;68.02;"              precision    recall  f1-score   support

          -1       0.69      0.70      0.69        73
           0       0.61      0.59      0.60        73
           1       0.78      0.79      0.79        73

    accuracy                           0.69       219
   macro avg       0.69      0.69      0.69       219
weighted avg       0.69      0.69      0.69       219
";"[[51 17  6]
 [19 43  9]
 [ 3 13 58]]";"Sample train:[(-1, 732), (0, 318), (1, 400)]
RandomOverSampler train:[(-1, 732), (0, 732), (1, 732)]";;0 hour:4 min:55 sec
WordPhonemeFreq@1101@One;SVM;68.1;68.07;68.07;68.47;"              precision    recall  f1-score   support

          -1       0.73      0.77      0.75        73
           0       0.64      0.64      0.64        73
           1       0.77      0.73      0.75        73

    accuracy                           0.71       219
   macro avg       0.71      0.71      0.71       219
weighted avg       0.71      0.71      0.71       219
";"[[56 14  7]
 [13 47 13]
 [ 4 12 53]]";"Sample train:[(-1, 732), (0, 318), (1, 400)]
RandomOverSampler train:[(-1, 732), (0, 732), (1, 732)]";;0 hour:5 min:2 sec
WordPhonemeFreq@1101@All;RandomForest;87.51;87.45;87.45;87.95;"              precision    recall  f1-score   support

          -1       0.85      0.95      0.90        73
           0       0.99      0.90      0.94        73
           1       0.90      0.88      0.89        73

    accuracy                           0.91       219
   macro avg       0.91      0.91      0.91       219
weighted avg       0.91      0.91      0.91       219
";"[[69  3  9]
 [ 1 66  0]
 [ 3  4 64]]";"Sample train:[(-1, 732), (0, 318), (1, 400)]
RandomOverSampler train:[(-1, 732), (0, 732), (1, 732)]";;0 hour:2 min:23 sec
WordPhonemeFreq@1101@One;RandomForest;87.21;87.16;87.16;87.64;"              precision    recall  f1-score   support

          -1       0.80      0.90      0.85        73
           0       0.93      0.90      0.92        73
           1       0.94      0.84      0.88        73

    accuracy                           0.88       219
   macro avg       0.89      0.88      0.88       219
weighted avg       0.89      0.88      0.88       219
";"[[66  6 11]
 [ 4 66  1]
 [ 3  1 61]]";"Sample train:[(-1, 732), (0, 318), (1, 400)]
RandomOverSampler train:[(-1, 732), (0, 732), (1, 732)]";;0 hour:2 min:25 sec
