model_name;classifier;f1;accuracy;recall;precision;classification;confusion;sample_train;sample_test;time_processing
WordPhonemeFreq@0111@All;SVM;60.41;60.21;60.21;61.64;"              precision    recall  f1-score   support

          -1       0.61      0.58      0.59        73
           0       0.44      0.53      0.48        73
           1       0.71      0.60      0.65        73

    accuracy                           0.57       219
   macro avg       0.59      0.57      0.58       219
weighted avg       0.59      0.57      0.58       219
";"[[42 20  7]
 [27 39 22]
 [ 4 14 44]]";"Sample train:[(-1, 732), (0, 318), (1, 400)]
RandomOverSampler train:[(-1, 732), (0, 732), (1, 732)]";;0 hour:2 min:56 sec
WordPhonemeFreq@0111@One;SVM;65.7;65.72;65.72;65.89;"              precision    recall  f1-score   support

          -1       0.68      0.70      0.69        73
           0       0.59      0.59      0.59        73
           1       0.73      0.71      0.72        73

    accuracy                           0.67       219
   macro avg       0.67      0.67      0.67       219
weighted avg       0.67      0.67      0.67       219
";"[[51 16  8]
 [17 43 13]
 [ 5 14 52]]";"Sample train:[(-1, 732), (0, 318), (1, 400)]
RandomOverSampler train:[(-1, 732), (0, 732), (1, 732)]";;0 hour:2 min:42 sec
WordPhonemeFreq@0111@All;RandomForest;87.07;87.01;87.01;87.51;"              precision    recall  f1-score   support

          -1       0.82      0.93      0.87        73
           0       0.96      0.89      0.92        73
           1       0.93      0.86      0.89        73

    accuracy                           0.89       219
   macro avg       0.90      0.89      0.90       219
weighted avg       0.90      0.89      0.90       219
";"[[68  6  9]
 [ 2 65  1]
 [ 3  2 63]]";"Sample train:[(-1, 732), (0, 318), (1, 400)]
RandomOverSampler train:[(-1, 732), (0, 732), (1, 732)]";;0 hour:1 min:56 sec
WordPhonemeFreq@0111@One;RandomForest;87.08;87.02;87.02;87.52;"              precision    recall  f1-score   support

          -1       0.81      0.90      0.86        73
           0       0.94      0.89      0.92        73
           1       0.91      0.86      0.89        73

    accuracy                           0.89       219
   macro avg       0.89      0.89      0.89       219
weighted avg       0.89      0.89      0.89       219
";"[[66  6  9]
 [ 3 65  1]
 [ 4  2 63]]";"Sample train:[(-1, 732), (0, 318), (1, 400)]
RandomOverSampler train:[(-1, 732), (0, 732), (1, 732)]";;0 hour:1 min:57 sec
WordPhonemeFreq@1000@All;SVM;60.38;60.18;60.18;61.58;"              precision    recall  f1-score   support

          -1       0.62      0.58      0.60        73
           0       0.43      0.52      0.47        73
           1       0.70      0.60      0.65        73

    accuracy                           0.57       219
   macro avg       0.58      0.57      0.57       219
weighted avg       0.58      0.57      0.57       219
";"[[42 19  7]
 [28 38 22]
 [ 3 16 44]]";"Sample train:[(-1, 732), (0, 318), (1, 400)]
RandomOverSampler train:[(-1, 732), (0, 732), (1, 732)]";;0 hour:2 min:52 sec
WordPhonemeFreq@1000@One;SVM;65.61;65.6;65.6;65.83;"              precision    recall  f1-score   support

          -1       0.68      0.71      0.70        73
           0       0.59      0.60      0.60        73
           1       0.75      0.71      0.73        73

    accuracy                           0.68       219
   macro avg       0.68      0.68      0.68       219
weighted avg       0.68      0.68      0.68       219
";"[[52 16  8]
 [17 44 13]
 [ 4 13 52]]";"Sample train:[(-1, 732), (0, 318), (1, 400)]
RandomOverSampler train:[(-1, 732), (0, 732), (1, 732)]";;0 hour:2 min:39 sec
WordPhonemeFreq@1000@All;RandomForest;87.25;87.2;87.2;87.69;"              precision    recall  f1-score   support

          -1       0.80      0.93      0.86        73
           0       0.98      0.88      0.93        73
           1       0.91      0.86      0.89        73

    accuracy                           0.89       219
   macro avg       0.90      0.89      0.89       219
weighted avg       0.90      0.89      0.89       219
";"[[68  7 10]
 [ 1 64  0]
 [ 4  2 63]]";"Sample train:[(-1, 732), (0, 318), (1, 400)]
RandomOverSampler train:[(-1, 732), (0, 732), (1, 732)]";;0 hour:1 min:54 sec
WordPhonemeFreq@1000@One;RandomForest;87.24;87.19;87.19;87.64;"              precision    recall  f1-score   support

          -1       0.84      0.89      0.87        73
           0       0.94      0.89      0.92        73
           1       0.89      0.89      0.89        73

    accuracy                           0.89       219
   macro avg       0.89      0.89      0.89       219
weighted avg       0.89      0.89      0.89       219
";"[[65  6  6]
 [ 2 65  2]
 [ 6  2 65]]";"Sample train:[(-1, 732), (0, 318), (1, 400)]
RandomOverSampler train:[(-1, 732), (0, 732), (1, 732)]";;0 hour:1 min:52 sec
WordPhonemeFreq@1001@All;SVM;60.45;60.25;60.25;61.66;"              precision    recall  f1-score   support

          -1       0.62      0.58      0.60        73
           0       0.45      0.55      0.49        73
           1       0.71      0.60      0.65        73

    accuracy                           0.58       219
   macro avg       0.59      0.58      0.58       219
weighted avg       0.59      0.58      0.58       219
";"[[42 19  7]
 [27 40 22]
 [ 4 14 44]]";"Sample train:[(-1, 732), (0, 318), (1, 400)]
RandomOverSampler train:[(-1, 732), (0, 732), (1, 732)]";;0 hour:2 min:54 sec
WordPhonemeFreq@1001@One;SVM;65.56;65.59;65.59;65.75;"              precision    recall  f1-score   support

          -1       0.68      0.70      0.69        73
           0       0.60      0.59      0.59        73
           1       0.74      0.73      0.73        73

    accuracy                           0.67       219
   macro avg       0.67      0.67      0.67       219
weighted avg       0.67      0.67      0.67       219
";"[[51 16  8]
 [17 43 12]
 [ 5 14 53]]";"Sample train:[(-1, 732), (0, 318), (1, 400)]
RandomOverSampler train:[(-1, 732), (0, 732), (1, 732)]";;0 hour:2 min:41 sec
WordPhonemeFreq@1001@All;RandomForest;87.63;87.57;87.57;88.05;"              precision    recall  f1-score   support

          -1       0.80      0.86      0.83        73
           0       0.92      0.89      0.90        73
           1       0.90      0.85      0.87        73

    accuracy                           0.87       219
   macro avg       0.87      0.87      0.87       219
weighted avg       0.87      0.87      0.87       219
";"[[63  5 11]
 [ 6 65  0]
 [ 4  3 62]]";"Sample train:[(-1, 732), (0, 318), (1, 400)]
RandomOverSampler train:[(-1, 732), (0, 732), (1, 732)]";;0 hour:1 min:52 sec
WordPhonemeFreq@1001@One;RandomForest;86.96;86.91;86.91;87.38;"              precision    recall  f1-score   support

          -1       0.81      0.90      0.86        73
           0       0.97      0.89      0.93        73
           1       0.89      0.86      0.88        73

    accuracy                           0.89       219
   macro avg       0.89      0.89      0.89       219
weighted avg       0.89      0.89      0.89       219
";"[[66  6  9]
 [ 1 65  1]
 [ 6  2 63]]";"Sample train:[(-1, 732), (0, 318), (1, 400)]
RandomOverSampler train:[(-1, 732), (0, 732), (1, 732)]";;0 hour:1 min:51 sec
WordPhonemeFreq@1010@All;SVM;60.41;60.21;60.21;61.63;"              precision    recall  f1-score   support

          -1       0.62      0.58      0.60        73
           0       0.43      0.52      0.47        73
           1       0.70      0.60      0.65        73

    accuracy                           0.57       219
   macro avg       0.58      0.57      0.57       219
weighted avg       0.58      0.57      0.57       219
";"[[42 19  7]
 [28 38 22]
 [ 3 16 44]]";"Sample train:[(-1, 732), (0, 318), (1, 400)]
RandomOverSampler train:[(-1, 732), (0, 732), (1, 732)]";;0 hour:3 min:4 sec
WordPhonemeFreq@1010@One;SVM;65.61;65.6;65.6;65.82;"              precision    recall  f1-score   support

          -1       0.68      0.68      0.68        73
           0       0.58      0.60      0.59        73
           1       0.75      0.71      0.73        73

    accuracy                           0.67       219
   macro avg       0.67      0.67      0.67       219
weighted avg       0.67      0.67      0.67       219
";"[[50 16  8]
 [19 44 13]
 [ 4 13 52]]";"Sample train:[(-1, 732), (0, 318), (1, 400)]
RandomOverSampler train:[(-1, 732), (0, 732), (1, 732)]";;0 hour:2 min:42 sec
WordPhonemeFreq@1010@All;RandomForest;87.35;87.3;87.3;87.78;"              precision    recall  f1-score   support

          -1       0.82      0.90      0.86        73
           0       0.93      0.92      0.92        73
           1       0.96      0.88      0.91        73

    accuracy                           0.90       219
   macro avg       0.90      0.90      0.90       219
weighted avg       0.90      0.90      0.90       219
";"[[66  5  9]
 [ 5 67  0]
 [ 2  1 64]]";"Sample train:[(-1, 732), (0, 318), (1, 400)]
RandomOverSampler train:[(-1, 732), (0, 732), (1, 732)]";;0 hour:2 min:0 sec
WordPhonemeFreq@1010@One;RandomForest;87.42;87.37;87.37;87.83;"              precision    recall  f1-score   support

          -1       0.80      0.90      0.85        73
           0       0.96      0.90      0.93        73
           1       0.94      0.86      0.90        73

    accuracy                           0.89       219
   macro avg       0.90      0.89      0.89       219
weighted avg       0.90      0.89      0.89       219
";"[[66  7 10]
 [ 3 66  0]
 [ 4  0 63]]";"Sample train:[(-1, 732), (0, 318), (1, 400)]
RandomOverSampler train:[(-1, 732), (0, 732), (1, 732)]";;0 hour:1 min:53 sec
WordPhonemeFreq@1011@All;SVM;60.42;60.22;60.22;61.63;"              precision    recall  f1-score   support

          -1       0.62      0.58      0.60        73
           0       0.45      0.55      0.49        73
           1       0.71      0.60      0.65        73

    accuracy                           0.58       219
   macro avg       0.59      0.58      0.58       219
weighted avg       0.59      0.58      0.58       219
";"[[42 19  7]
 [27 40 22]
 [ 4 14 44]]";"Sample train:[(-1, 732), (0, 318), (1, 400)]
RandomOverSampler train:[(-1, 732), (0, 732), (1, 732)]";;0 hour:2 min:58 sec
WordPhonemeFreq@1011@One;SVM;65.53;65.56;65.56;65.72;"              precision    recall  f1-score   support

          -1       0.68      0.71      0.70        73
           0       0.61      0.59      0.60        73
           1       0.74      0.73      0.73        73

    accuracy                           0.68       219
   macro avg       0.68      0.68      0.68       219
weighted avg       0.68      0.68      0.68       219
";"[[52 16  8]
 [16 43 12]
 [ 5 14 53]]";"Sample train:[(-1, 732), (0, 318), (1, 400)]
RandomOverSampler train:[(-1, 732), (0, 732), (1, 732)]";;0 hour:2 min:42 sec
WordPhonemeFreq@1011@All;RandomForest;86.92;86.87;86.87;87.4;"              precision    recall  f1-score   support

          -1       0.86      0.92      0.89        73
           0       0.93      0.89      0.91        73
           1       0.90      0.88      0.89        73

    accuracy                           0.89       219
   macro avg       0.90      0.89      0.90       219
weighted avg       0.90      0.89      0.90       219
";"[[67  5  6]
 [ 2 65  3]
 [ 4  3 64]]";"Sample train:[(-1, 732), (0, 318), (1, 400)]
RandomOverSampler train:[(-1, 732), (0, 732), (1, 732)]";;0 hour:1 min:53 sec
WordPhonemeFreq@1011@One;RandomForest;87.22;87.17;87.17;87.62;"              precision    recall  f1-score   support

          -1       0.83      0.93      0.88        73
           0       0.96      0.89      0.92        73
           1       0.96      0.90      0.93        73

    accuracy                           0.91       219
   macro avg       0.91      0.91      0.91       219
weighted avg       0.91      0.91      0.91       219
";"[[68  7  7]
 [ 3 65  0]
 [ 2  1 66]]";"Sample train:[(-1, 732), (0, 318), (1, 400)]
RandomOverSampler train:[(-1, 732), (0, 732), (1, 732)]";;0 hour:1 min:57 sec
WordPhonemeFreq@1100@All;SVM;60.29;60.08;60.08;61.49;"              precision    recall  f1-score   support

          -1       0.63      0.58      0.60        73
           0       0.43      0.52      0.47        73
           1       0.70      0.60      0.65        73

    accuracy                           0.57       219
   macro avg       0.58      0.57      0.57       219
weighted avg       0.58      0.57      0.57       219
";"[[42 19  6]
 [28 38 23]
 [ 3 16 44]]";"Sample train:[(-1, 732), (0, 318), (1, 400)]
RandomOverSampler train:[(-1, 732), (0, 732), (1, 732)]";;0 hour:2 min:52 sec
WordPhonemeFreq@1100@One;SVM;65.68;65.67;65.67;65.91;"              precision    recall  f1-score   support

          -1       0.68      0.70      0.69        73
           0       0.59      0.60      0.59        73
           1       0.75      0.71      0.73        73

    accuracy                           0.67       219
   macro avg       0.67      0.67      0.67       219
weighted avg       0.67      0.67      0.67       219
";"[[51 16  8]
 [18 44 13]
 [ 4 13 52]]";"Sample train:[(-1, 732), (0, 318), (1, 400)]
RandomOverSampler train:[(-1, 732), (0, 732), (1, 732)]";;0 hour:2 min:42 sec
WordPhonemeFreq@1100@All;RandomForest;87.28;87.23;87.23;87.71;"              precision    recall  f1-score   support

          -1       0.85      0.93      0.89        73
           0       0.94      0.90      0.92        73
           1       0.93      0.88      0.90        73

    accuracy                           0.90       219
   macro avg       0.91      0.90      0.90       219
weighted avg       0.91      0.90      0.90       219
";"[[68  4  8]
 [ 3 66  1]
 [ 2  3 64]]";"Sample train:[(-1, 732), (0, 318), (1, 400)]
RandomOverSampler train:[(-1, 732), (0, 732), (1, 732)]";;0 hour:1 min:56 sec
WordPhonemeFreq@1100@One;RandomForest;87.24;87.2;87.2;87.59;"              precision    recall  f1-score   support

          -1       0.81      0.90      0.86        73
           0       0.96      0.89      0.92        73
           1       0.91      0.88      0.90        73

    accuracy                           0.89       219
   macro avg       0.89      0.89      0.89       219
weighted avg       0.89      0.89      0.89       219
";"[[66  6  9]
 [ 3 65  0]
 [ 4  2 64]]";"Sample train:[(-1, 732), (0, 318), (1, 400)]
RandomOverSampler train:[(-1, 732), (0, 732), (1, 732)]";;0 hour:1 min:58 sec
WordPhonemeFreq@1101@All;SVM;60.42;60.22;60.22;61.63;"              precision    recall  f1-score   support

          -1       0.61      0.58      0.59        73
           0       0.44      0.53      0.48        73
           1       0.71      0.60      0.65        73

    accuracy                           0.57       219
   macro avg       0.59      0.57      0.58       219
weighted avg       0.59      0.57      0.58       219
";"[[42 20  7]
 [27 39 22]
 [ 4 14 44]]";"Sample train:[(-1, 732), (0, 318), (1, 400)]
RandomOverSampler train:[(-1, 732), (0, 732), (1, 732)]";;0 hour:2 min:54 sec
WordPhonemeFreq@1101@One;SVM;65.63;65.66;65.66;65.82;"              precision    recall  f1-score   support

          -1       0.68      0.68      0.68        73
           0       0.59      0.59      0.59        73
           1       0.74      0.73      0.73        73

    accuracy                           0.67       219
   macro avg       0.67      0.67      0.67       219
weighted avg       0.67      0.67      0.67       219
";"[[50 16  8]
 [18 43 12]
 [ 5 14 53]]";"Sample train:[(-1, 732), (0, 318), (1, 400)]
RandomOverSampler train:[(-1, 732), (0, 732), (1, 732)]";;0 hour:2 min:40 sec
WordPhonemeFreq@1101@All;RandomForest;87.43;87.38;87.38;87.85;"              precision    recall  f1-score   support

          -1       0.82      0.90      0.86        73
           0       0.94      0.89      0.92        73
           1       0.90      0.86      0.88        73

    accuracy                           0.89       219
   macro avg       0.89      0.89      0.89       219
weighted avg       0.89      0.89      0.89       219
";"[[66  4 10]
 [ 4 65  0]
 [ 3  4 63]]";"Sample train:[(-1, 732), (0, 318), (1, 400)]
RandomOverSampler train:[(-1, 732), (0, 732), (1, 732)]";;0 hour:1 min:53 sec
WordPhonemeFreq@1101@One;RandomForest;87.2;87.16;87.16;87.58;"              precision    recall  f1-score   support

          -1       0.81      0.89      0.85        73
           0       0.93      0.89      0.91        73
           1       0.91      0.86      0.89        73

    accuracy                           0.88       219
   macro avg       0.88      0.88      0.88       219
weighted avg       0.88      0.88      0.88       219
";"[[65  6  9]
 [ 4 65  1]
 [ 4  2 63]]";"Sample train:[(-1, 732), (0, 318), (1, 400)]
RandomOverSampler train:[(-1, 732), (0, 732), (1, 732)]";;0 hour:1 min:53 sec
