model_name;classifier;f1;accuracy;recall;precision;classification;confusion;sample_train;sample_test;time_processing
WordPhonemeFreq@0101@All;SVM;56.33;56.41;56.41;57.17;"              precision    recall  f1-score   support

          -1       0.61      0.74      0.67        31
           0       0.46      0.42      0.44        31
           1       0.70      0.61      0.66        31

    accuracy                           0.59        93
   macro avg       0.59      0.59      0.59        93
weighted avg       0.59      0.59      0.59        93
";"[[23 12  3]
 [ 6 13  9]
 [ 2  6 19]]";"Sample train:[(-1, 732), (0, 318), (1, 400)]
RandomUnderSampler train:[(-1, 318), (0, 318), (1, 318)]";;0 hour:2 min:27 sec
WordPhonemeFreq@0101@One;SVM;56.44;56.24;56.24;57.33;"              precision    recall  f1-score   support

          -1       0.56      0.58      0.57        31
           0       0.42      0.48      0.45        31
           1       0.76      0.61      0.68        31

    accuracy                           0.56        93
   macro avg       0.58      0.56      0.57        93
weighted avg       0.58      0.56      0.57        93
";"[[18 11  3]
 [12 15  9]
 [ 1  5 19]]";"Sample train:[(-1, 732), (0, 318), (1, 400)]
RandomUnderSampler train:[(-1, 318), (0, 318), (1, 318)]";;0 hour:2 min:25 sec
WordPhonemeFreq@0101@All;RandomForest;53.63;53.9;53.9;53.88;"              precision    recall  f1-score   support

          -1       0.56      0.58      0.57        31
           0       0.47      0.45      0.46        31
           1       0.68      0.68      0.68        31

    accuracy                           0.57        93
   macro avg       0.57      0.57      0.57        93
weighted avg       0.57      0.57      0.57        93
";"[[18 10  4]
 [10 14  6]
 [ 3  7 21]]";"Sample train:[(-1, 732), (0, 318), (1, 400)]
RandomUnderSampler train:[(-1, 318), (0, 318), (1, 318)]";;0 hour:2 min:18 sec
WordPhonemeFreq@0101@One;RandomForest;53.62;53.86;53.86;54.0;"              precision    recall  f1-score   support

          -1       0.51      0.58      0.55        31
           0       0.36      0.29      0.32        31
           1       0.58      0.61      0.59        31

    accuracy                           0.49        93
   macro avg       0.48      0.49      0.49        93
weighted avg       0.48      0.49      0.49        93
";"[[18 13  4]
 [ 8  9  8]
 [ 5  9 19]]";"Sample train:[(-1, 732), (0, 318), (1, 400)]
RandomUnderSampler train:[(-1, 318), (0, 318), (1, 318)]";;0 hour:2 min:25 sec
WordPhonemeFreq@0110@All;SVM;56.08;56.15;56.15;56.93;"              precision    recall  f1-score   support

          -1       0.61      0.74      0.67        31
           0       0.46      0.42      0.44        31
           1       0.70      0.61      0.66        31

    accuracy                           0.59        93
   macro avg       0.59      0.59      0.59        93
weighted avg       0.59      0.59      0.59        93
";"[[23 12  3]
 [ 6 13  9]
 [ 2  6 19]]";"Sample train:[(-1, 732), (0, 318), (1, 400)]
RandomUnderSampler train:[(-1, 318), (0, 318), (1, 318)]";;0 hour:2 min:31 sec
WordPhonemeFreq@0110@One;SVM;56.52;56.3;56.3;57.44;"              precision    recall  f1-score   support

          -1       0.56      0.58      0.57        31
           0       0.42      0.48      0.45        31
           1       0.76      0.61      0.68        31

    accuracy                           0.56        93
   macro avg       0.58      0.56      0.57        93
weighted avg       0.58      0.56      0.57        93
";"[[18 11  3]
 [12 15  9]
 [ 1  5 19]]";"Sample train:[(-1, 732), (0, 318), (1, 400)]
RandomUnderSampler train:[(-1, 318), (0, 318), (1, 318)]";;0 hour:2 min:27 sec
WordPhonemeFreq@0110@All;RandomForest;53.23;53.46;53.46;53.43;"              precision    recall  f1-score   support

          -1       0.47      0.58      0.52        31
           0       0.31      0.26      0.28        31
           1       0.66      0.61      0.63        31

    accuracy                           0.48        93
   macro avg       0.48      0.48      0.48        93
weighted avg       0.48      0.48      0.48        93
";"[[18 15  5]
 [11  8  7]
 [ 2  8 19]]";"Sample train:[(-1, 732), (0, 318), (1, 400)]
RandomUnderSampler train:[(-1, 318), (0, 318), (1, 318)]";;0 hour:2 min:19 sec
WordPhonemeFreq@0110@One;RandomForest;52.9;53.12;53.12;53.34;"              precision    recall  f1-score   support

          -1       0.54      0.48      0.51        31
           0       0.29      0.26      0.27        31
           1       0.54      0.65      0.59        31

    accuracy                           0.46        93
   macro avg       0.45      0.46      0.46        93
weighted avg       0.45      0.46      0.46        93
";"[[15 10  3]
 [12  8  8]
 [ 4 13 20]]";"Sample train:[(-1, 732), (0, 318), (1, 400)]
RandomUnderSampler train:[(-1, 318), (0, 318), (1, 318)]";;0 hour:2 min:20 sec
WordPhonemeFreq@0111@All;SVM;56.38;56.45;56.45;57.23;"              precision    recall  f1-score   support

          -1       0.61      0.74      0.67        31
           0       0.46      0.42      0.44        31
           1       0.70      0.61      0.66        31

    accuracy                           0.59        93
   macro avg       0.59      0.59      0.59        93
weighted avg       0.59      0.59      0.59        93
";"[[23 12  3]
 [ 6 13  9]
 [ 2  6 19]]";"Sample train:[(-1, 732), (0, 318), (1, 400)]
RandomUnderSampler train:[(-1, 318), (0, 318), (1, 318)]";;0 hour:2 min:31 sec
WordPhonemeFreq@0111@One;SVM;56.46;56.26;56.26;57.36;"              precision    recall  f1-score   support

          -1       0.56      0.58      0.57        31
           0       0.42      0.48      0.45        31
           1       0.76      0.61      0.68        31

    accuracy                           0.56        93
   macro avg       0.58      0.56      0.57        93
weighted avg       0.58      0.56      0.57        93
";"[[18 11  3]
 [12 15  9]
 [ 1  5 19]]";"Sample train:[(-1, 732), (0, 318), (1, 400)]
RandomUnderSampler train:[(-1, 318), (0, 318), (1, 318)]";;0 hour:2 min:30 sec
WordPhonemeFreq@0111@All;RandomForest;52.76;53.07;53.07;53.08;"              precision    recall  f1-score   support

          -1       0.59      0.71      0.65        31
           0       0.59      0.42      0.49        31
           1       0.62      0.68      0.65        31

    accuracy                           0.60        93
   macro avg       0.60      0.60      0.59        93
weighted avg       0.60      0.60      0.59        93
";"[[22  9  6]
 [ 5 13  4]
 [ 4  9 21]]";"Sample train:[(-1, 732), (0, 318), (1, 400)]
RandomUnderSampler train:[(-1, 318), (0, 318), (1, 318)]";;0 hour:2 min:30 sec
WordPhonemeFreq@0111@One;RandomForest;52.54;52.84;52.84;52.86;"              precision    recall  f1-score   support

          -1       0.54      0.65      0.59        31
           0       0.35      0.26      0.30        31
           1       0.61      0.65      0.62        31

    accuracy                           0.52        93
   macro avg       0.50      0.52      0.50        93
weighted avg       0.50      0.52      0.50        93
";"[[20 12  5]
 [ 9  8  6]
 [ 2 11 20]]";"Sample train:[(-1, 732), (0, 318), (1, 400)]
RandomUnderSampler train:[(-1, 318), (0, 318), (1, 318)]";;0 hour:2 min:14 sec
WordPhonemeFreq@1000@All;SVM;56.02;56.09;56.09;56.9;"              precision    recall  f1-score   support

          -1       0.59      0.71      0.65        31
           0       0.45      0.42      0.43        31
           1       0.70      0.61      0.66        31

    accuracy                           0.58        93
   macro avg       0.58      0.58      0.58        93
weighted avg       0.58      0.58      0.58        93
";"[[22 12  3]
 [ 7 13  9]
 [ 2  6 19]]";"Sample train:[(-1, 732), (0, 318), (1, 400)]
RandomUnderSampler train:[(-1, 318), (0, 318), (1, 318)]";;0 hour:2 min:28 sec
WordPhonemeFreq@1000@One;SVM;56.37;56.17;56.17;57.21;"              precision    recall  f1-score   support

          -1       0.58      0.61      0.59        31
           0       0.43      0.48      0.45        31
           1       0.76      0.61      0.68        31

    accuracy                           0.57        93
   macro avg       0.59      0.57      0.58        93
weighted avg       0.59      0.57      0.58        93
";"[[19 11  3]
 [11 15  9]
 [ 1  5 19]]";"Sample train:[(-1, 732), (0, 318), (1, 400)]
RandomUnderSampler train:[(-1, 318), (0, 318), (1, 318)]";;0 hour:2 min:32 sec
WordPhonemeFreq@1000@All;RandomForest;53.09;53.25;53.25;53.39;"              precision    recall  f1-score   support

          -1       0.55      0.58      0.56        31
           0       0.38      0.32      0.35        31
           1       0.62      0.68      0.65        31

    accuracy                           0.53        93
   macro avg       0.52      0.53      0.52        93
weighted avg       0.52      0.53      0.52        93
";"[[18 11  4]
 [10 10  6]
 [ 3 10 21]]";"Sample train:[(-1, 732), (0, 318), (1, 400)]
RandomUnderSampler train:[(-1, 318), (0, 318), (1, 318)]";;0 hour:2 min:16 sec
WordPhonemeFreq@1000@One;RandomForest;53.35;53.57;53.57;53.81;"              precision    recall  f1-score   support

          -1       0.54      0.61      0.58        31
           0       0.43      0.39      0.41        31
           1       0.63      0.61      0.62        31

    accuracy                           0.54        93
   macro avg       0.53      0.54      0.54        93
weighted avg       0.53      0.54      0.54        93
";"[[19 10  6]
 [10 12  6]
 [ 2  9 19]]";"Sample train:[(-1, 732), (0, 318), (1, 400)]
RandomUnderSampler train:[(-1, 318), (0, 318), (1, 318)]";;0 hour:2 min:21 sec
WordPhonemeFreq@1001@All;SVM;56.51;56.57;56.57;57.34;"              precision    recall  f1-score   support

          -1       0.61      0.74      0.67        31
           0       0.46      0.42      0.44        31
           1       0.70      0.61      0.66        31

    accuracy                           0.59        93
   macro avg       0.59      0.59      0.59        93
weighted avg       0.59      0.59      0.59        93
";"[[23 12  3]
 [ 6 13  9]
 [ 2  6 19]]";"Sample train:[(-1, 732), (0, 318), (1, 400)]
RandomUnderSampler train:[(-1, 318), (0, 318), (1, 318)]";;0 hour:2 min:29 sec
WordPhonemeFreq@1001@One;SVM;56.42;56.22;56.22;57.31;"              precision    recall  f1-score   support

          -1       0.56      0.58      0.57        31
           0       0.42      0.48      0.45        31
           1       0.76      0.61      0.68        31

    accuracy                           0.56        93
   macro avg       0.58      0.56      0.57        93
weighted avg       0.58      0.56      0.57        93
";"[[18 11  3]
 [12 15  9]
 [ 1  5 19]]";"Sample train:[(-1, 732), (0, 318), (1, 400)]
RandomUnderSampler train:[(-1, 318), (0, 318), (1, 318)]";;0 hour:2 min:28 sec
WordPhonemeFreq@1001@All;RandomForest;52.86;53.23;53.23;53.14;"              precision    recall  f1-score   support

          -1       0.53      0.55      0.54        31
           0       0.39      0.35      0.37        31
           1       0.58      0.61      0.59        31

    accuracy                           0.51        93
   macro avg       0.50      0.51      0.50        93
weighted avg       0.50      0.51      0.50        93
";"[[17 10  5]
 [10 11  7]
 [ 4 10 19]]";"Sample train:[(-1, 732), (0, 318), (1, 400)]
RandomUnderSampler train:[(-1, 318), (0, 318), (1, 318)]";;0 hour:2 min:22 sec
WordPhonemeFreq@1001@One;RandomForest;52.77;52.96;52.96;53.1;"              precision    recall  f1-score   support

          -1       0.59      0.65      0.62        31
           0       0.42      0.35      0.39        31
           1       0.64      0.68      0.66        31

    accuracy                           0.56        93
   macro avg       0.55      0.56      0.55        93
weighted avg       0.55      0.56      0.55        93
";"[[20 10  4]
 [ 9 11  6]
 [ 2 10 21]]";"Sample train:[(-1, 732), (0, 318), (1, 400)]
RandomUnderSampler train:[(-1, 318), (0, 318), (1, 318)]";;0 hour:2 min:22 sec
WordPhonemeFreq@1010@All;SVM;56.09;56.16;56.16;56.97;"              precision    recall  f1-score   support

          -1       0.59      0.71      0.65        31
           0       0.45      0.42      0.43        31
           1       0.70      0.61      0.66        31

    accuracy                           0.58        93
   macro avg       0.58      0.58      0.58        93
weighted avg       0.58      0.58      0.58        93
";"[[22 12  3]
 [ 7 13  9]
 [ 2  6 19]]";"Sample train:[(-1, 732), (0, 318), (1, 400)]
RandomUnderSampler train:[(-1, 318), (0, 318), (1, 318)]";;0 hour:2 min:45 sec
WordPhonemeFreq@1010@One;SVM;56.5;56.3;56.3;57.36;"              precision    recall  f1-score   support

          -1       0.58      0.61      0.59        31
           0       0.43      0.48      0.45        31
           1       0.76      0.61      0.68        31

    accuracy                           0.57        93
   macro avg       0.59      0.57      0.58        93
weighted avg       0.59      0.57      0.58        93
";"[[19 11  3]
 [11 15  9]
 [ 1  5 19]]";"Sample train:[(-1, 732), (0, 318), (1, 400)]
RandomUnderSampler train:[(-1, 318), (0, 318), (1, 318)]";;0 hour:2 min:27 sec
WordPhonemeFreq@1010@All;RandomForest;53.19;53.37;53.37;53.6;"              precision    recall  f1-score   support

          -1       0.53      0.52      0.52        31
           0       0.46      0.42      0.44        31
           1       0.57      0.65      0.61        31

    accuracy                           0.53        93
   macro avg       0.52      0.53      0.52        93
weighted avg       0.52      0.53      0.52        93
";"[[16  9  5]
 [ 9 13  6]
 [ 6  9 20]]";"Sample train:[(-1, 732), (0, 318), (1, 400)]
RandomUnderSampler train:[(-1, 318), (0, 318), (1, 318)]";;0 hour:2 min:18 sec
WordPhonemeFreq@1010@One;RandomForest;53.56;53.7;53.7;53.88;"              precision    recall  f1-score   support

          -1       0.52      0.55      0.53        31
           0       0.38      0.32      0.35        31
           1       0.56      0.61      0.58        31

    accuracy                           0.49        93
   macro avg       0.49      0.49      0.49        93
weighted avg       0.49      0.49      0.49        93
";"[[17 11  5]
 [ 9 10  7]
 [ 5 10 19]]";"Sample train:[(-1, 732), (0, 318), (1, 400)]
RandomUnderSampler train:[(-1, 318), (0, 318), (1, 318)]";;0 hour:2 min:25 sec
WordPhonemeFreq@1011@All;SVM;56.49;56.55;56.55;57.32;"              precision    recall  f1-score   support

          -1       0.61      0.74      0.67        31
           0       0.46      0.42      0.44        31
           1       0.70      0.61      0.66        31

    accuracy                           0.59        93
   macro avg       0.59      0.59      0.59        93
weighted avg       0.59      0.59      0.59        93
";"[[23 12  3]
 [ 6 13  9]
 [ 2  6 19]]";"Sample train:[(-1, 732), (0, 318), (1, 400)]
RandomUnderSampler train:[(-1, 318), (0, 318), (1, 318)]";;0 hour:2 min:30 sec
WordPhonemeFreq@1011@One;SVM;56.54;56.34;56.34;57.4;"              precision    recall  f1-score   support

          -1       0.56      0.58      0.57        31
           0       0.42      0.48      0.45        31
           1       0.76      0.61      0.68        31

    accuracy                           0.56        93
   macro avg       0.58      0.56      0.57        93
weighted avg       0.58      0.56      0.57        93
";"[[18 11  3]
 [12 15  9]
 [ 1  5 19]]";"Sample train:[(-1, 732), (0, 318), (1, 400)]
RandomUnderSampler train:[(-1, 318), (0, 318), (1, 318)]";;0 hour:2 min:24 sec
WordPhonemeFreq@1011@All;RandomForest;53.91;54.16;54.16;54.09;"              precision    recall  f1-score   support

          -1       0.62      0.65      0.63        31
           0       0.46      0.42      0.44        31
           1       0.61      0.65      0.62        31

    accuracy                           0.57        93
   macro avg       0.57      0.57      0.57        93
weighted avg       0.57      0.57      0.57        93
";"[[20  7  5]
 [ 9 13  6]
 [ 2 11 20]]";"Sample train:[(-1, 732), (0, 318), (1, 400)]
RandomUnderSampler train:[(-1, 318), (0, 318), (1, 318)]";;0 hour:2 min:17 sec
WordPhonemeFreq@1011@One;RandomForest;52.38;52.52;52.52;52.8;"              precision    recall  f1-score   support

          -1       0.56      0.61      0.58        31
           0       0.44      0.35      0.39        31
           1       0.56      0.61      0.58        31

    accuracy                           0.53        93
   macro avg       0.52      0.53      0.52        93
weighted avg       0.52      0.53      0.52        93
";"[[19  9  6]
 [ 8 11  6]
 [ 4 11 19]]";"Sample train:[(-1, 732), (0, 318), (1, 400)]
RandomUnderSampler train:[(-1, 318), (0, 318), (1, 318)]";;0 hour:2 min:19 sec
WordPhonemeFreq@1100@All;SVM;56.03;56.09;56.09;56.91;"              precision    recall  f1-score   support

          -1       0.61      0.74      0.67        31
           0       0.46      0.42      0.44        31
           1       0.70      0.61      0.66        31

    accuracy                           0.59        93
   macro avg       0.59      0.59      0.59        93
weighted avg       0.59      0.59      0.59        93
";"[[23 12  3]
 [ 6 13  9]
 [ 2  6 19]]";"Sample train:[(-1, 732), (0, 318), (1, 400)]
RandomUnderSampler train:[(-1, 318), (0, 318), (1, 318)]";;0 hour:2 min:26 sec
WordPhonemeFreq@1100@One;SVM;56.38;56.17;56.17;57.25;"              precision    recall  f1-score   support

          -1       0.58      0.61      0.59        31
           0       0.43      0.48      0.45        31
           1       0.76      0.61      0.68        31

    accuracy                           0.57        93
   macro avg       0.59      0.57      0.58        93
weighted avg       0.59      0.57      0.58        93
";"[[19 11  3]
 [11 15  9]
 [ 1  5 19]]";"Sample train:[(-1, 732), (0, 318), (1, 400)]
RandomUnderSampler train:[(-1, 318), (0, 318), (1, 318)]";;0 hour:2 min:27 sec
WordPhonemeFreq@1100@All;RandomForest;53.52;53.76;53.76;53.83;"              precision    recall  f1-score   support

          -1       0.50      0.48      0.49        31
           0       0.40      0.39      0.39        31
           1       0.64      0.68      0.66        31

    accuracy                           0.52        93
   macro avg       0.51      0.52      0.51        93
weighted avg       0.51      0.52      0.51        93
";"[[15 11  4]
 [12 12  6]
 [ 4  8 21]]";"Sample train:[(-1, 732), (0, 318), (1, 400)]
RandomUnderSampler train:[(-1, 318), (0, 318), (1, 318)]";;0 hour:2 min:17 sec
WordPhonemeFreq@1100@One;RandomForest;52.74;52.95;52.95;53.09;"              precision    recall  f1-score   support

          -1       0.57      0.68      0.62        31
           0       0.35      0.26      0.30        31
           1       0.58      0.61      0.59        31

    accuracy                           0.52        93
   macro avg       0.50      0.52      0.50        93
weighted avg       0.50      0.52      0.50        93
";"[[21 12  4]
 [ 7  8  8]
 [ 3 11 19]]";"Sample train:[(-1, 732), (0, 318), (1, 400)]
RandomUnderSampler train:[(-1, 318), (0, 318), (1, 318)]";;0 hour:2 min:18 sec
WordPhonemeFreq@1101@All;SVM;56.37;56.43;56.43;57.2;"              precision    recall  f1-score   support

          -1       0.61      0.74      0.67        31
           0       0.46      0.42      0.44        31
           1       0.70      0.61      0.66        31

    accuracy                           0.59        93
   macro avg       0.59      0.59      0.59        93
weighted avg       0.59      0.59      0.59        93
";"[[23 12  3]
 [ 6 13  9]
 [ 2  6 19]]";"Sample train:[(-1, 732), (0, 318), (1, 400)]
RandomUnderSampler train:[(-1, 318), (0, 318), (1, 318)]";;0 hour:2 min:29 sec
WordPhonemeFreq@1101@One;SVM;56.38;56.17;56.17;57.28;"              precision    recall  f1-score   support

          -1       0.58      0.61      0.59        31
           0       0.43      0.48      0.45        31
           1       0.76      0.61      0.68        31

    accuracy                           0.57        93
   macro avg       0.59      0.57      0.58        93
weighted avg       0.59      0.57      0.58        93
";"[[19 11  3]
 [11 15  9]
 [ 1  5 19]]";"Sample train:[(-1, 732), (0, 318), (1, 400)]
RandomUnderSampler train:[(-1, 318), (0, 318), (1, 318)]";;0 hour:2 min:27 sec
WordPhonemeFreq@1101@All;RandomForest;52.93;53.2;53.2;53.27;"              precision    recall  f1-score   support

          -1       0.53      0.52      0.52        31
           0       0.38      0.35      0.37        31
           1       0.59      0.65      0.62        31

    accuracy                           0.51        93
   macro avg       0.50      0.51      0.50        93
weighted avg       0.50      0.51      0.50        93
";"[[16 10  4]
 [11 11  7]
 [ 4 10 20]]";"Sample train:[(-1, 732), (0, 318), (1, 400)]
RandomUnderSampler train:[(-1, 318), (0, 318), (1, 318)]";;0 hour:2 min:21 sec
WordPhonemeFreq@1101@One;RandomForest;52.61;52.77;52.77;52.88;"              precision    recall  f1-score   support

          -1       0.47      0.45      0.46        31
           0       0.31      0.29      0.30        31
           1       0.59      0.65      0.62        31

    accuracy                           0.46        93
   macro avg       0.46      0.46      0.46        93
weighted avg       0.46      0.46      0.46        93
";"[[14 12  4]
 [13  9  7]
 [ 4 10 20]]";"Sample train:[(-1, 732), (0, 318), (1, 400)]
RandomUnderSampler train:[(-1, 318), (0, 318), (1, 318)]";;0 hour:2 min:18 sec
