model_name;classifier;f1;accuracy;recall;precision;classification;confusion;sample_train;sample_test;time_processing
WordPhonemeFreq@0100@All;SVM;45.6;45.82;45.82;46.0;"              precision    recall  f1-score   support

          -1       0.31      0.39      0.35        44
           0       0.38      0.34      0.36        44
           1       0.49      0.43      0.46        44

    accuracy                           0.39       132
   macro avg       0.40      0.39      0.39       132
weighted avg       0.40      0.39      0.39       132
";"[[17 21 16]
 [15 15  9]
 [12  8 19]]";"Sample train:[(-1, 447), (0, 332), (1, 378)]
RandomOverSampler train:[(-1, 447), (0, 447), (1, 447)]";;2 hour:21 min:46 sec
WordPhonemeFreq@0100@One;SVM;41.67;41.92;41.92;41.91;"              precision    recall  f1-score   support

          -1       0.32      0.32      0.32        44
           0       0.45      0.48      0.46        44
           1       0.37      0.34      0.35        44

    accuracy                           0.38       132
   macro avg       0.38      0.38      0.38       132
weighted avg       0.38      0.38      0.38       132
";"[[14 12 18]
 [15 21 11]
 [15 11 15]]";"Sample train:[(-1, 447), (0, 332), (1, 378)]
RandomOverSampler train:[(-1, 447), (0, 447), (1, 447)]";;1 hour:28 min:41 sec
WordPhonemeFreq@0100@All;RandomForest;53.93;54.1;54.1;54.18;"              precision    recall  f1-score   support

          -1       0.38      0.36      0.37        44
           0       0.60      0.61      0.61        44
           1       0.56      0.57      0.56        44

    accuracy                           0.52       132
   macro avg       0.51      0.52      0.51       132
weighted avg       0.51      0.52      0.51       132
";"[[16 11 15]
 [14 27  4]
 [14  6 25]]";"Sample train:[(-1, 447), (0, 332), (1, 378)]
RandomOverSampler train:[(-1, 447), (0, 447), (1, 447)]";;2 hour:21 min:2 sec
WordPhonemeFreq@0100@One;RandomForest;55.61;55.69;55.69;56.0;"              precision    recall  f1-score   support

          -1       0.47      0.45      0.46        44
           0       0.60      0.64      0.62        44
           1       0.60      0.57      0.58        44

    accuracy                           0.55       132
   macro avg       0.55      0.55      0.55       132
weighted avg       0.55      0.55      0.55       132
";"[[20 10 13]
 [13 28  6]
 [11  6 25]]";"Sample train:[(-1, 447), (0, 332), (1, 378)]
RandomOverSampler train:[(-1, 447), (0, 447), (1, 447)]";;1 hour:29 min:30 sec
WordPhonemeFreq@0101@All;SVM;46.17;46.59;46.59;46.53;"              precision    recall  f1-score   support

          -1       0.33      0.39      0.36        44
           0       0.36      0.32      0.34        44
           1       0.45      0.43      0.44        44

    accuracy                           0.38       132
   macro avg       0.38      0.38      0.38       132
weighted avg       0.38      0.38      0.38       132
";"[[17 18 16]
 [16 14  9]
 [11 12 19]]";"Sample train:[(-1, 447), (0, 332), (1, 378)]
RandomOverSampler train:[(-1, 447), (0, 447), (1, 447)]";;2 hour:24 min:22 sec
WordPhonemeFreq@0101@One;SVM;44.61;44.83;44.83;44.84;"              precision    recall  f1-score   support

          -1       0.44      0.39      0.41        44
           0       0.40      0.48      0.44        44
           1       0.44      0.41      0.42        44

    accuracy                           0.42       132
   macro avg       0.43      0.42      0.42       132
weighted avg       0.43      0.42      0.42       132
";"[[17  9 13]
 [18 21 13]
 [ 9 14 18]]";"Sample train:[(-1, 447), (0, 332), (1, 378)]
RandomOverSampler train:[(-1, 447), (0, 447), (1, 447)]";;1 hour:30 min:53 sec
WordPhonemeFreq@0101@All;RandomForest;54.93;55.07;55.07;55.14;"              precision    recall  f1-score   support

          -1       0.46      0.43      0.45        44
           0       0.61      0.61      0.61        44
           1       0.51      0.55      0.53        44

    accuracy                           0.53       132
   macro avg       0.53      0.53      0.53       132
weighted avg       0.53      0.53      0.53       132
";"[[19  8 14]
 [11 27  6]
 [14  9 24]]";"Sample train:[(-1, 447), (0, 332), (1, 378)]
RandomOverSampler train:[(-1, 447), (0, 447), (1, 447)]";;2 hour:23 min:16 sec
WordPhonemeFreq@0101@One;RandomForest;56.55;56.67;56.67;56.91;"              precision    recall  f1-score   support

          -1       0.42      0.39      0.40        44
           0       0.58      0.68      0.62        44
           1       0.60      0.55      0.57        44

    accuracy                           0.54       132
   macro avg       0.53      0.54      0.53       132
weighted avg       0.53      0.54      0.53       132
";"[[17  8 15]
 [17 30  5]
 [10  6 24]]";"Sample train:[(-1, 447), (0, 332), (1, 378)]
RandomOverSampler train:[(-1, 447), (0, 447), (1, 447)]";;1 hour:28 min:44 sec
WordPhonemeFreq@0110@All;SVM;45.48;45.75;45.75;45.86;"              precision    recall  f1-score   support

          -1       0.30      0.39      0.34        44
           0       0.38      0.34      0.36        44
           1       0.43      0.36      0.40        44

    accuracy                           0.36       132
   macro avg       0.37      0.36      0.37       132
weighted avg       0.37      0.36      0.37       132
";"[[17 20 19]
 [15 15  9]
 [12  9 16]]";"Sample train:[(-1, 447), (0, 332), (1, 378)]
RandomOverSampler train:[(-1, 447), (0, 447), (1, 447)]";;2 hour:22 min:28 sec
WordPhonemeFreq@0110@One;SVM;42.37;42.63;42.63;42.6;"              precision    recall  f1-score   support

          -1       0.33      0.30      0.31        44
           0       0.45      0.50      0.47        44
           1       0.39      0.39      0.39        44

    accuracy                           0.39       132
   macro avg       0.39      0.39      0.39       132
weighted avg       0.39      0.39      0.39       132
";"[[13 10 16]
 [16 22 11]
 [15 12 17]]";"Sample train:[(-1, 447), (0, 332), (1, 378)]
RandomOverSampler train:[(-1, 447), (0, 447), (1, 447)]";;1 hour:30 min:8 sec
WordPhonemeFreq@0110@All;RandomForest;54.8;54.92;54.92;55.06;"              precision    recall  f1-score   support

          -1       0.39      0.39      0.39        44
           0       0.56      0.57      0.56        44
           1       0.53      0.52      0.53        44

    accuracy                           0.49       132
   macro avg       0.49      0.49      0.49       132
weighted avg       0.49      0.49      0.49       132
";"[[17 13 14]
 [13 25  7]
 [14  6 23]]";"Sample train:[(-1, 447), (0, 332), (1, 378)]
RandomOverSampler train:[(-1, 447), (0, 447), (1, 447)]";;2 hour:23 min:3 sec
WordPhonemeFreq@0110@One;RandomForest;56.03;56.15;56.15;56.34;"              precision    recall  f1-score   support

          -1       0.44      0.45      0.45        44
           0       0.58      0.66      0.62        44
           1       0.59      0.50      0.54        44

    accuracy                           0.54       132
   macro avg       0.54      0.54      0.54       132
weighted avg       0.54      0.54      0.54       132
";"[[20  9 16]
 [15 29  6]
 [ 9  6 22]]";"Sample train:[(-1, 447), (0, 332), (1, 378)]
RandomOverSampler train:[(-1, 447), (0, 447), (1, 447)]";;1 hour:33 min:9 sec
WordPhonemeFreq@0111@All;SVM;46.02;46.44;46.44;46.38;"              precision    recall  f1-score   support

          -1       0.33      0.39      0.36        44
           0       0.36      0.32      0.34        44
           1       0.45      0.43      0.44        44

    accuracy                           0.38       132
   macro avg       0.38      0.38      0.38       132
weighted avg       0.38      0.38      0.38       132
";"[[17 18 16]
 [16 14  9]
 [11 12 19]]";"Sample train:[(-1, 447), (0, 332), (1, 378)]
RandomOverSampler train:[(-1, 447), (0, 447), (1, 447)]";;2 hour:28 min:38 sec
WordPhonemeFreq@0111@One;SVM;44.74;44.98;44.98;44.96;"              precision    recall  f1-score   support

          -1       0.42      0.39      0.40        44
           0       0.39      0.45      0.42        44
           1       0.44      0.41      0.42        44

    accuracy                           0.42       132
   macro avg       0.42      0.42      0.42       132
weighted avg       0.42      0.42      0.42       132
";"[[17 10 13]
 [18 20 13]
 [ 9 14 18]]";"Sample train:[(-1, 447), (0, 332), (1, 378)]
RandomOverSampler train:[(-1, 447), (0, 447), (1, 447)]";;1 hour:32 min:50 sec
WordPhonemeFreq@0111@All;RandomForest;56.14;56.27;56.27;56.42;"              precision    recall  f1-score   support

          -1       0.45      0.48      0.46        44
           0       0.51      0.50      0.51        44
           1       0.57      0.55      0.56        44

    accuracy                           0.51       132
   macro avg       0.51      0.51      0.51       132
weighted avg       0.51      0.51      0.51       132
";"[[21 16 10]
 [11 22 10]
 [12  6 24]]";"Sample train:[(-1, 447), (0, 332), (1, 378)]
RandomOverSampler train:[(-1, 447), (0, 447), (1, 447)]";;2 hour:28 min:9 sec
WordPhonemeFreq@0111@One;RandomForest;57.48;57.57;57.57;57.85;"              precision    recall  f1-score   support

          -1       0.45      0.41      0.43        44
           0       0.58      0.66      0.62        44
           1       0.60      0.57      0.58        44

    accuracy                           0.55       132
   macro avg       0.54      0.55      0.54       132
weighted avg       0.54      0.55      0.54       132
";"[[18 10 12]
 [14 29  7]
 [12  5 25]]";"Sample train:[(-1, 447), (0, 332), (1, 378)]
RandomOverSampler train:[(-1, 447), (0, 447), (1, 447)]";;1 hour:32 min:57 sec
WordPhonemeFreq@1000@All;SVM;46.15;46.45;46.45;46.5;"              precision    recall  f1-score   support

          -1       0.30      0.36      0.33        44
           0       0.36      0.32      0.34        44
           1       0.42      0.39      0.40        44

    accuracy                           0.36       132
   macro avg       0.36      0.36      0.36       132
weighted avg       0.36      0.36      0.36       132
";"[[16 19 18]
 [16 14  9]
 [12 11 17]]";"Sample train:[(-1, 447), (0, 332), (1, 378)]
RandomOverSampler train:[(-1, 447), (0, 447), (1, 447)]";;2 hour:28 min:27 sec
WordPhonemeFreq@1000@One;SVM;44.26;44.46;44.46;44.48;"              precision    recall  f1-score   support

          -1       0.37      0.36      0.37        44
           0       0.43      0.48      0.45        44
           1       0.42      0.39      0.40        44

    accuracy                           0.41       132
   macro avg       0.41      0.41      0.41       132
weighted avg       0.41      0.41      0.41       132
";"[[16 11 16]
 [17 21 11]
 [11 12 17]]";"Sample train:[(-1, 447), (0, 332), (1, 378)]
RandomOverSampler train:[(-1, 447), (0, 447), (1, 447)]";;1 hour:36 min:11 sec
WordPhonemeFreq@1000@All;RandomForest;56.67;56.78;56.78;56.96;"              precision    recall  f1-score   support

          -1       0.44      0.43      0.44        44
           0       0.56      0.61      0.59        44
           1       0.56      0.52      0.54        44

    accuracy                           0.52       132
   macro avg       0.52      0.52      0.52       132
weighted avg       0.52      0.52      0.52       132
";"[[19 11 13]
 [13 27  8]
 [12  6 23]]";"Sample train:[(-1, 447), (0, 332), (1, 378)]
RandomOverSampler train:[(-1, 447), (0, 447), (1, 447)]";;2 hour:31 min:47 sec
WordPhonemeFreq@1000@One;RandomForest;58.28;58.38;58.38;58.63;"              precision    recall  f1-score   support

          -1       0.48      0.52      0.50        44
           0       0.61      0.64      0.62        44
           1       0.61      0.52      0.56        44

    accuracy                           0.56       132
   macro avg       0.56      0.56      0.56       132
weighted avg       0.56      0.56      0.56       132
";"[[23 10 15]
 [12 28  6]
 [ 9  6 23]]";"Sample train:[(-1, 447), (0, 332), (1, 378)]
RandomOverSampler train:[(-1, 447), (0, 447), (1, 447)]";;1 hour:35 min:16 sec
WordPhonemeFreq@1001@All;SVM;46.37;46.83;46.83;46.67;"              precision    recall  f1-score   support

          -1       0.33      0.39      0.36        44
           0       0.37      0.32      0.34        44
           1       0.44      0.43      0.44        44

    accuracy                           0.38       132
   macro avg       0.38      0.38      0.38       132
weighted avg       0.38      0.38      0.38       132
";"[[17 18 16]
 [15 14  9]
 [12 12 19]]";"Sample train:[(-1, 447), (0, 332), (1, 378)]
RandomOverSampler train:[(-1, 447), (0, 447), (1, 447)]";;2 hour:28 min:39 sec
WordPhonemeFreq@1001@One;SVM;45.76;46.01;46.01;46.0;"              precision    recall  f1-score   support

          -1       0.43      0.41      0.42        44
           0       0.42      0.48      0.45        44
           1       0.45      0.41      0.43        44

    accuracy                           0.43       132
   macro avg       0.43      0.43      0.43       132
weighted avg       0.43      0.43      0.43       132
";"[[18  9 15]
 [18 21 11]
 [ 8 14 18]]";"Sample train:[(-1, 447), (0, 332), (1, 378)]
RandomOverSampler train:[(-1, 447), (0, 447), (1, 447)]";;1 hour:36 min:18 sec
WordPhonemeFreq@1001@All;RandomForest;57.43;57.55;57.55;57.79;"              precision    recall  f1-score   support

          -1       0.38      0.41      0.40        44
           0       0.53      0.55      0.54        44
           1       0.53      0.48      0.50        44

    accuracy                           0.48       132
   macro avg       0.48      0.48      0.48       132
weighted avg       0.48      0.48      0.48       132
";"[[18 14 15]
 [13 24  8]
 [13  6 21]]";"Sample train:[(-1, 447), (0, 332), (1, 378)]
RandomOverSampler train:[(-1, 447), (0, 447), (1, 447)]";;2 hour:36 min:47 sec
WordPhonemeFreq@1001@One;RandomForest;59.72;59.82;59.82;60.13;"              precision    recall  f1-score   support

          -1       0.49      0.48      0.48        44
           0       0.60      0.68      0.64        44
           1       0.59      0.52      0.55        44

    accuracy                           0.56       132
   macro avg       0.56      0.56      0.56       132
weighted avg       0.56      0.56      0.56       132
";"[[21  7 15]
 [14 30  6]
 [ 9  7 23]]";"Sample train:[(-1, 447), (0, 332), (1, 378)]
RandomOverSampler train:[(-1, 447), (0, 447), (1, 447)]";;1 hour:37 min:14 sec
WordPhonemeFreq@1010@All;SVM;46.3;46.62;46.62;46.65;"              precision    recall  f1-score   support

          -1       0.29      0.34      0.32        44
           0       0.35      0.32      0.33        44
           1       0.44      0.41      0.42        44

    accuracy                           0.36       132
   macro avg       0.36      0.36      0.36       132
weighted avg       0.36      0.36      0.36       132
";"[[15 19 17]
 [17 14  9]
 [12 11 18]]";"Sample train:[(-1, 447), (0, 332), (1, 378)]
RandomOverSampler train:[(-1, 447), (0, 447), (1, 447)]";;2 hour:30 min:54 sec
WordPhonemeFreq@1010@One;SVM;44.63;44.84;44.84;44.87;"              precision    recall  f1-score   support

          -1       0.38      0.36      0.37        44
           0       0.42      0.48      0.45        44
           1       0.42      0.39      0.40        44

    accuracy                           0.41       132
   macro avg       0.41      0.41      0.41       132
weighted avg       0.41      0.41      0.41       132
";"[[16 11 15]
 [17 21 12]
 [11 12 17]]";"Sample train:[(-1, 447), (0, 332), (1, 378)]
RandomOverSampler train:[(-1, 447), (0, 447), (1, 447)]";;1 hour:34 min:39 sec
WordPhonemeFreq@1010@All;RandomForest;56.65;56.77;56.77;56.92;"              precision    recall  f1-score   support

          -1       0.37      0.34      0.35        44
           0       0.52      0.57      0.54        44
           1       0.53      0.52      0.53        44

    accuracy                           0.48       132
   macro avg       0.47      0.48      0.48       132
weighted avg       0.47      0.48      0.48       132
";"[[15 12 14]
 [16 25  7]
 [13  7 23]]";"Sample train:[(-1, 447), (0, 332), (1, 378)]
RandomOverSampler train:[(-1, 447), (0, 447), (1, 447)]";;2 hour:35 min:7 sec
WordPhonemeFreq@1010@One;RandomForest;58.72;58.82;58.82;59.19;"              precision    recall  f1-score   support

          -1       0.44      0.45      0.45        44
           0       0.60      0.68      0.64        44
           1       0.65      0.55      0.59        44

    accuracy                           0.56       132
   macro avg       0.56      0.56      0.56       132
weighted avg       0.56      0.56      0.56       132
";"[[20 10 15]
 [15 30  5]
 [ 9  4 24]]";"Sample train:[(-1, 447), (0, 332), (1, 378)]
RandomOverSampler train:[(-1, 447), (0, 447), (1, 447)]";;1 hour:36 min:58 sec
WordPhonemeFreq@1011@All;SVM;46.4;46.86;46.86;46.72;"              precision    recall  f1-score   support

          -1       0.33      0.39      0.36        44
           0       0.37      0.32      0.34        44
           1       0.44      0.43      0.44        44

    accuracy                           0.38       132
   macro avg       0.38      0.38      0.38       132
weighted avg       0.38      0.38      0.38       132
";"[[17 18 16]
 [15 14  9]
 [12 12 19]]";"Sample train:[(-1, 447), (0, 332), (1, 378)]
RandomOverSampler train:[(-1, 447), (0, 447), (1, 447)]";;2 hour:40 min:41 sec
WordPhonemeFreq@1011@One;SVM;45.77;46.03;46.03;46.0;"              precision    recall  f1-score   support

          -1       0.43      0.41      0.42        44
           0       0.41      0.45      0.43        44
           1       0.46      0.43      0.45        44

    accuracy                           0.43       132
   macro avg       0.43      0.43      0.43       132
weighted avg       0.43      0.43      0.43       132
";"[[18 10 14]
 [18 20 11]
 [ 8 14 19]]";"Sample train:[(-1, 447), (0, 332), (1, 378)]
RandomOverSampler train:[(-1, 447), (0, 447), (1, 447)]";;1 hour:40 min:37 sec
WordPhonemeFreq@1011@All;RandomForest;57.49;57.61;57.61;57.78;"              precision    recall  f1-score   support

          -1       0.43      0.45      0.44        44
           0       0.61      0.64      0.62        44
           1       0.60      0.55      0.57        44

    accuracy                           0.55       132
   macro avg       0.55      0.55      0.55       132
weighted avg       0.55      0.55      0.55       132
";"[[20 12 14]
 [12 28  6]
 [12  4 24]]";"Sample train:[(-1, 447), (0, 332), (1, 378)]
RandomOverSampler train:[(-1, 447), (0, 447), (1, 447)]";;2 hour:39 min:27 sec
WordPhonemeFreq@1011@One;RandomForest;58.67;58.76;58.76;59.09;"              precision    recall  f1-score   support

          -1       0.48      0.52      0.50        44
           0       0.60      0.64      0.62        44
           1       0.65      0.55      0.59        44

    accuracy                           0.57       132
   macro avg       0.57      0.57      0.57       132
weighted avg       0.57      0.57      0.57       132
";"[[23 11 14]
 [13 28  6]
 [ 8  5 24]]";"Sample train:[(-1, 447), (0, 332), (1, 378)]
RandomOverSampler train:[(-1, 447), (0, 447), (1, 447)]";;1 hour:34 min:32 sec
WordPhonemeFreq@1100@All;SVM;46.09;46.39;46.39;46.43;"              precision    recall  f1-score   support

          -1       0.30      0.36      0.33        44
           0       0.36      0.32      0.34        44
           1       0.42      0.39      0.40        44

    accuracy                           0.36       132
   macro avg       0.36      0.36      0.36       132
weighted avg       0.36      0.36      0.36       132
";"[[16 19 18]
 [16 14  9]
 [12 11 17]]";"Sample train:[(-1, 447), (0, 332), (1, 378)]
RandomOverSampler train:[(-1, 447), (0, 447), (1, 447)]";;2 hour:38 min:22 sec
WordPhonemeFreq@1100@One;SVM;44.26;44.48;44.48;44.47;"              precision    recall  f1-score   support

          -1       0.37      0.36      0.37        44
           0       0.43      0.48      0.45        44
           1       0.42      0.39      0.40        44

    accuracy                           0.41       132
   macro avg       0.41      0.41      0.41       132
weighted avg       0.41      0.41      0.41       132
";"[[16 11 16]
 [17 21 11]
 [11 12 17]]";"Sample train:[(-1, 447), (0, 332), (1, 378)]
RandomOverSampler train:[(-1, 447), (0, 447), (1, 447)]";;1 hour:41 min:30 sec
WordPhonemeFreq@1100@All;RandomForest;57.14;57.25;57.25;57.52;"              precision    recall  f1-score   support

          -1       0.43      0.41      0.42        44
           0       0.55      0.59      0.57        44
           1       0.56      0.55      0.55        44

    accuracy                           0.52       132
   macro avg       0.51      0.52      0.51       132
weighted avg       0.51      0.52      0.51       132
";"[[18 12 12]
 [13 26  8]
 [13  6 24]]";"Sample train:[(-1, 447), (0, 332), (1, 378)]
RandomOverSampler train:[(-1, 447), (0, 447), (1, 447)]";;2 hour:41 min:43 sec
WordPhonemeFreq@1100@One;RandomForest;58.29;58.38;58.38;58.68;"              precision    recall  f1-score   support

          -1       0.46      0.43      0.45        44
           0       0.54      0.64      0.58        44
           1       0.62      0.55      0.58        44

    accuracy                           0.54       132
   macro avg       0.54      0.54      0.54       132
weighted avg       0.54      0.54      0.54       132
";"[[19 10 12]
 [16 28  8]
 [ 9  6 24]]";"Sample train:[(-1, 447), (0, 332), (1, 378)]
RandomOverSampler train:[(-1, 447), (0, 447), (1, 447)]";;1 hour:41 min:20 sec
WordPhonemeFreq@1101@All;SVM;46.53;46.98;46.98;46.86;"              precision    recall  f1-score   support

          -1       0.33      0.39      0.36        44
           0       0.37      0.32      0.34        44
           1       0.44      0.43      0.44        44

    accuracy                           0.38       132
   macro avg       0.38      0.38      0.38       132
weighted avg       0.38      0.38      0.38       132
";"[[17 18 16]
 [15 14  9]
 [12 12 19]]";"Sample train:[(-1, 447), (0, 332), (1, 378)]
RandomOverSampler train:[(-1, 447), (0, 447), (1, 447)]";;2 hour:41 min:13 sec
WordPhonemeFreq@1101@One;SVM;45.7;45.95;45.95;45.92;"              precision    recall  f1-score   support

          -1       0.44      0.41      0.42        44
           0       0.42      0.48      0.45        44
           1       0.46      0.43      0.45        44

    accuracy                           0.44       132
   macro avg       0.44      0.44      0.44       132
weighted avg       0.44      0.44      0.44       132
";"[[18  9 14]
 [18 21 11]
 [ 8 14 19]]";"Sample train:[(-1, 447), (0, 332), (1, 378)]
RandomOverSampler train:[(-1, 447), (0, 447), (1, 447)]";;1 hour:42 min:20 sec
WordPhonemeFreq@1101@All;RandomForest;57.16;57.31;57.31;57.49;"              precision    recall  f1-score   support

          -1       0.40      0.41      0.40        44
           0       0.57      0.55      0.56        44
           1       0.53      0.55      0.54        44

    accuracy                           0.50       132
   macro avg       0.50      0.50      0.50       132
weighted avg       0.50      0.50      0.50       132
";"[[18 12 15]
 [13 24  5]
 [13  8 24]]";"Sample train:[(-1, 447), (0, 332), (1, 378)]
RandomOverSampler train:[(-1, 447), (0, 447), (1, 447)]";;2 hour:42 min:32 sec
WordPhonemeFreq@1101@One;RandomForest;59.48;59.59;59.59;59.76;"              precision    recall  f1-score   support

          -1       0.51      0.50      0.51        44
           0       0.67      0.70      0.69        44
           1       0.63      0.61      0.62        44

    accuracy                           0.61       132
   macro avg       0.60      0.61      0.61       132
weighted avg       0.60      0.61      0.61       132
";"[[22  8 13]
 [11 31  4]
 [11  5 27]]";"Sample train:[(-1, 447), (0, 332), (1, 378)]
RandomOverSampler train:[(-1, 447), (0, 447), (1, 447)]";;1 hour:42 min:13 sec
WordPhonemeFreq@1110@All;SVM;46.14;46.47;46.47;46.49;"              precision    recall  f1-score   support

          -1       0.29      0.34      0.32        44
           0       0.35      0.32      0.33        44
           1       0.44      0.41      0.42        44

    accuracy                           0.36       132
   macro avg       0.36      0.36      0.36       132
weighted avg       0.36      0.36      0.36       132
";"[[15 19 17]
 [17 14  9]
 [12 11 18]]";"Sample train:[(-1, 447), (0, 332), (1, 378)]
RandomOverSampler train:[(-1, 447), (0, 447), (1, 447)]";;2 hour:40 min:40 sec
