model_name;word;phoneme;freq_phoneme;valence;arousal;dominance;sum_vad;first_syllable;classifier;f1;accuracy;recall;precision;log_loss;cross_entropy;classification;confusion;sample_train;sample_test;time_processing
WordPhonemeFreq@0011@All;1;1;1;0;0;1;1;0;RandomForest;90.53;90.54;90.54;90.66;nan;nan;"              precision    recall  f1-score   support

          -1       0.88      0.93      0.91        74
           0       0.93      0.88      0.90        74

    accuracy                           0.91       148
   macro avg       0.91      0.91      0.91       148
weighted avg       0.91      0.91      0.91       148
";"[[69  9]
 [ 5 65]]";"Sample train:[(-1, 732), (0, 318)]
RandomOverSampler train:[(-1, 732), (0, 732)]";;0 hour:0 min:52 sec
WordPhonemeFreq@0011@One;1;1;1;0;0;1;1;1;RandomForest;90.52;90.54;90.54;90.81;nan;nan;"              precision    recall  f1-score   support

          -1       0.88      0.95      0.91        74
           0       0.94      0.86      0.90        74

    accuracy                           0.91       148
   macro avg       0.91      0.91      0.91       148
weighted avg       0.91      0.91      0.91       148
";"[[70 10]
 [ 4 64]]";"Sample train:[(-1, 732), (0, 318)]
RandomOverSampler train:[(-1, 732), (0, 732)]";;0 hour:0 min:51 sec
WordPhonemeFreq@0100@All;1;1;1;0;1;0;0;0;SVM;71.57;71.62;71.62;71.76;nan;nan;"              precision    recall  f1-score   support

          -1       0.74      0.68      0.70        74
           0       0.70      0.76      0.73        74

    accuracy                           0.72       148
   macro avg       0.72      0.72      0.72       148
weighted avg       0.72      0.72      0.72       148
";"[[50 18]
 [24 56]]";"Sample train:[(-1, 732), (0, 318)]
RandomOverSampler train:[(-1, 732), (0, 732)]";;0 hour:0 min:58 sec
WordPhonemeFreq@0100@One;1;1;1;0;1;0;0;1;SVM;74.94;75.0;75.0;75.23;nan;nan;"              precision    recall  f1-score   support

          -1       0.78      0.70      0.74        74
           0       0.73      0.80      0.76        74

    accuracy                           0.75       148
   macro avg       0.75      0.75      0.75       148
weighted avg       0.75      0.75      0.75       148
";"[[52 15]
 [22 59]]";"Sample train:[(-1, 732), (0, 318)]
RandomOverSampler train:[(-1, 732), (0, 732)]";;0 hour:0 min:57 sec
WordPhonemeFreq@0100@All;1;1;1;0;1;0;0;0;RandomForest;91.88;91.89;91.89;92.17;nan;nan;"              precision    recall  f1-score   support

          -1       0.89      0.96      0.92        74
           0       0.96      0.88      0.92        74

    accuracy                           0.92       148
   macro avg       0.92      0.92      0.92       148
weighted avg       0.92      0.92      0.92       148
";"[[71  9]
 [ 3 65]]";"Sample train:[(-1, 732), (0, 318)]
RandomOverSampler train:[(-1, 732), (0, 732)]";;0 hour:0 min:52 sec
WordPhonemeFreq@0100@One;1;1;1;0;1;0;0;1;RandomForest;90.53;90.54;90.54;90.66;nan;nan;"              precision    recall  f1-score   support

          -1       0.88      0.93      0.91        74
           0       0.93      0.88      0.90        74

    accuracy                           0.91       148
   macro avg       0.91      0.91      0.91       148
weighted avg       0.91      0.91      0.91       148
";"[[69  9]
 [ 5 65]]";"Sample train:[(-1, 732), (0, 318)]
RandomOverSampler train:[(-1, 732), (0, 732)]";;0 hour:0 min:54 sec
WordPhonemeFreq@0101@All;1;1;1;0;1;0;1;0;SVM;71.57;71.62;71.62;71.76;nan;nan;"              precision    recall  f1-score   support

          -1       0.74      0.68      0.70        74
           0       0.70      0.76      0.73        74

    accuracy                           0.72       148
   macro avg       0.72      0.72      0.72       148
weighted avg       0.72      0.72      0.72       148
";"[[50 18]
 [24 56]]";"Sample train:[(-1, 732), (0, 318)]
RandomOverSampler train:[(-1, 732), (0, 732)]";;0 hour:1 min:0 sec
WordPhonemeFreq@0101@One;1;1;1;0;1;0;1;1;SVM;75.64;75.68;75.68;75.85;nan;nan;"              precision    recall  f1-score   support

          -1       0.78      0.72      0.75        74
           0       0.74      0.80      0.77        74

    accuracy                           0.76       148
   macro avg       0.76      0.76      0.76       148
weighted avg       0.76      0.76      0.76       148
";"[[53 15]
 [21 59]]";"Sample train:[(-1, 732), (0, 318)]
RandomOverSampler train:[(-1, 732), (0, 732)]";;0 hour:0 min:57 sec
WordPhonemeFreq@0101@All;1;1;1;0;1;0;1;0;RandomForest;90.54;90.54;90.54;90.57;nan;nan;"              precision    recall  f1-score   support

          -1       0.89      0.92      0.91        74
           0       0.92      0.89      0.90        74

    accuracy                           0.91       148
   macro avg       0.91      0.91      0.91       148
weighted avg       0.91      0.91      0.91       148
";"[[68  8]
 [ 6 66]]";"Sample train:[(-1, 732), (0, 318)]
RandomOverSampler train:[(-1, 732), (0, 732)]";;0 hour:0 min:52 sec
WordPhonemeFreq@0101@One;1;1;1;0;1;0;1;1;RandomForest;91.21;91.22;91.22;91.28;nan;nan;"              precision    recall  f1-score   support

          -1       0.90      0.93      0.91        74
           0       0.93      0.89      0.91        74

    accuracy                           0.91       148
   macro avg       0.91      0.91      0.91       148
weighted avg       0.91      0.91      0.91       148
";"[[69  8]
 [ 5 66]]";"Sample train:[(-1, 732), (0, 318)]
RandomOverSampler train:[(-1, 732), (0, 732)]";;0 hour:0 min:51 sec
WordPhonemeFreq@0110@All;1;1;1;0;1;1;0;0;SVM;71.57;71.62;71.62;71.76;nan;nan;"              precision    recall  f1-score   support

          -1       0.74      0.68      0.70        74
           0       0.70      0.76      0.73        74

    accuracy                           0.72       148
   macro avg       0.72      0.72      0.72       148
weighted avg       0.72      0.72      0.72       148
";"[[50 18]
 [24 56]]";"Sample train:[(-1, 732), (0, 318)]
RandomOverSampler train:[(-1, 732), (0, 732)]";;0 hour:0 min:59 sec
WordPhonemeFreq@0110@One;1;1;1;0;1;1;0;1;SVM;74.94;75.0;75.0;75.23;nan;nan;"              precision    recall  f1-score   support

          -1       0.78      0.70      0.74        74
           0       0.73      0.80      0.76        74

    accuracy                           0.75       148
   macro avg       0.75      0.75      0.75       148
weighted avg       0.75      0.75      0.75       148
";"[[52 15]
 [22 59]]";"Sample train:[(-1, 732), (0, 318)]
RandomOverSampler train:[(-1, 732), (0, 732)]";;0 hour:0 min:58 sec
WordPhonemeFreq@0110@All;1;1;1;0;1;1;0;0;RandomForest;90.51;90.54;90.54;91.02;nan;nan;"              precision    recall  f1-score   support

          -1       0.87      0.96      0.91        74
           0       0.95      0.85      0.90        74

    accuracy                           0.91       148
   macro avg       0.91      0.91      0.91       148
weighted avg       0.91      0.91      0.91       148
";"[[71 11]
 [ 3 63]]";"Sample train:[(-1, 732), (0, 318)]
RandomOverSampler train:[(-1, 732), (0, 732)]";;0 hour:0 min:52 sec
WordPhonemeFreq@0110@One;1;1;1;0;1;1;0;1;RandomForest;88.5;88.51;88.51;88.69;nan;nan;"              precision    recall  f1-score   support

          -1       0.86      0.92      0.89        74
           0       0.91      0.85      0.88        74

    accuracy                           0.89       148
   macro avg       0.89      0.89      0.89       148
weighted avg       0.89      0.89      0.89       148
";"[[68 11]
 [ 6 63]]";"Sample train:[(-1, 732), (0, 318)]
RandomOverSampler train:[(-1, 732), (0, 732)]";;0 hour:0 min:53 sec
WordPhonemeFreq@0111@All;1;1;1;0;1;1;1;0;SVM;71.57;71.62;71.62;71.76;nan;nan;"              precision    recall  f1-score   support

          -1       0.74      0.68      0.70        74
           0       0.70      0.76      0.73        74

    accuracy                           0.72       148
   macro avg       0.72      0.72      0.72       148
weighted avg       0.72      0.72      0.72       148
";"[[50 18]
 [24 56]]";"Sample train:[(-1, 732), (0, 318)]
RandomOverSampler train:[(-1, 732), (0, 732)]";;0 hour:1 min:0 sec
WordPhonemeFreq@0111@One;1;1;1;0;1;1;1;1;SVM;75.64;75.68;75.68;75.85;nan;nan;"              precision    recall  f1-score   support

          -1       0.78      0.72      0.75        74
           0       0.74      0.80      0.77        74

    accuracy                           0.76       148
   macro avg       0.76      0.76      0.76       148
weighted avg       0.76      0.76      0.76       148
";"[[53 15]
 [21 59]]";"Sample train:[(-1, 732), (0, 318)]
RandomOverSampler train:[(-1, 732), (0, 732)]";;0 hour:0 min:59 sec
WordPhonemeFreq@0111@All;1;1;1;0;1;1;1;0;RandomForest;90.53;90.54;90.54;90.66;nan;nan;"              precision    recall  f1-score   support

          -1       0.88      0.93      0.91        74
           0       0.93      0.88      0.90        74

    accuracy                           0.91       148
   macro avg       0.91      0.91      0.91       148
weighted avg       0.91      0.91      0.91       148
";"[[69  9]
 [ 5 65]]";"Sample train:[(-1, 732), (0, 318)]
RandomOverSampler train:[(-1, 732), (0, 732)]";;0 hour:0 min:52 sec
WordPhonemeFreq@0111@One;1;1;1;0;1;1;1;1;RandomForest;90.53;90.54;90.54;90.66;nan;nan;"              precision    recall  f1-score   support

          -1       0.88      0.93      0.91        74
           0       0.93      0.88      0.90        74

    accuracy                           0.91       148
   macro avg       0.91      0.91      0.91       148
weighted avg       0.91      0.91      0.91       148
";"[[69  9]
 [ 5 65]]";"Sample train:[(-1, 732), (0, 318)]
RandomOverSampler train:[(-1, 732), (0, 732)]";;0 hour:0 min:52 sec
WordPhonemeFreq@1000@All;1;1;1;1;0;0;0;0;SVM;71.57;71.62;71.62;71.76;nan;nan;"              precision    recall  f1-score   support

          -1       0.74      0.68      0.70        74
           0       0.70      0.76      0.73        74

    accuracy                           0.72       148
   macro avg       0.72      0.72      0.72       148
weighted avg       0.72      0.72      0.72       148
";"[[50 18]
 [24 56]]";"Sample train:[(-1, 732), (0, 318)]
RandomOverSampler train:[(-1, 732), (0, 732)]";;0 hour:0 min:58 sec
WordPhonemeFreq@1000@One;1;1;1;1;0;0;0;1;SVM;75.64;75.68;75.68;75.85;nan;nan;"              precision    recall  f1-score   support

          -1       0.78      0.72      0.75        74
           0       0.74      0.80      0.77        74

    accuracy                           0.76       148
   macro avg       0.76      0.76      0.76       148
weighted avg       0.76      0.76      0.76       148
";"[[53 15]
 [21 59]]";"Sample train:[(-1, 732), (0, 318)]
RandomOverSampler train:[(-1, 732), (0, 732)]";;0 hour:0 min:58 sec
WordPhonemeFreq@1000@All;1;1;1;1;0;0;0;0;RandomForest;90.53;90.54;90.54;90.66;nan;nan;"              precision    recall  f1-score   support

          -1       0.88      0.93      0.91        74
           0       0.93      0.88      0.90        74

    accuracy                           0.91       148
   macro avg       0.91      0.91      0.91       148
weighted avg       0.91      0.91      0.91       148
";"[[69  9]
 [ 5 65]]";"Sample train:[(-1, 732), (0, 318)]
RandomOverSampler train:[(-1, 732), (0, 732)]";;0 hour:0 min:52 sec
WordPhonemeFreq@1000@One;1;1;1;1;0;0;0;1;RandomForest;91.21;91.22;91.22;91.41;nan;nan;"              precision    recall  f1-score   support

          -1       0.89      0.95      0.92        74
           0       0.94      0.88      0.91        74

    accuracy                           0.91       148
   macro avg       0.91      0.91      0.91       148
weighted avg       0.91      0.91      0.91       148
";"[[70  9]
 [ 4 65]]";"Sample train:[(-1, 732), (0, 318)]
RandomOverSampler train:[(-1, 732), (0, 732)]";;0 hour:0 min:52 sec
WordPhonemeFreq@1001@All;1;1;1;1;0;0;1;0;SVM;71.57;71.62;71.62;71.76;nan;nan;"              precision    recall  f1-score   support

          -1       0.74      0.68      0.70        74
           0       0.70      0.76      0.73        74

    accuracy                           0.72       148
   macro avg       0.72      0.72      0.72       148
weighted avg       0.72      0.72      0.72       148
";"[[50 18]
 [24 56]]";"Sample train:[(-1, 732), (0, 318)]
RandomOverSampler train:[(-1, 732), (0, 732)]";;0 hour:0 min:58 sec
WordPhonemeFreq@1001@One;1;1;1;1;0;0;1;1;SVM;76.26;76.35;76.35;76.75;nan;nan;"              precision    recall  f1-score   support

          -1       0.80      0.70      0.75        74
           0       0.73      0.82      0.78        74

    accuracy                           0.76       148
   macro avg       0.77      0.76      0.76       148
weighted avg       0.77      0.76      0.76       148
";"[[52 13]
 [22 61]]";"Sample train:[(-1, 732), (0, 318)]
RandomOverSampler train:[(-1, 732), (0, 732)]";;0 hour:0 min:57 sec
WordPhonemeFreq@1001@All;1;1;1;1;0;0;1;0;RandomForest;89.85;89.86;89.86;90.05;nan;nan;"              precision    recall  f1-score   support

          -1       0.87      0.93      0.90        74
           0       0.93      0.86      0.90        74

    accuracy                           0.90       148
   macro avg       0.90      0.90      0.90       148
weighted avg       0.90      0.90      0.90       148
";"[[69 10]
 [ 5 64]]";"Sample train:[(-1, 732), (0, 318)]
RandomOverSampler train:[(-1, 732), (0, 732)]";;0 hour:0 min:52 sec
WordPhonemeFreq@1001@One;1;1;1;1;0;0;1;1;RandomForest;91.89;91.89;91.89;92.01;nan;nan;"              precision    recall  f1-score   support

          -1       0.90      0.95      0.92        74
           0       0.94      0.89      0.92        74

    accuracy                           0.92       148
   macro avg       0.92      0.92      0.92       148
weighted avg       0.92      0.92      0.92       148
";"[[70  8]
 [ 4 66]]";"Sample train:[(-1, 732), (0, 318)]
RandomOverSampler train:[(-1, 732), (0, 732)]";;0 hour:0 min:52 sec
WordPhonemeFreq@1010@All;1;1;1;1;0;1;0;0;SVM;71.57;71.62;71.62;71.76;nan;nan;"              precision    recall  f1-score   support

          -1       0.74      0.68      0.70        74
           0       0.70      0.76      0.73        74

    accuracy                           0.72       148
   macro avg       0.72      0.72      0.72       148
weighted avg       0.72      0.72      0.72       148
";"[[50 18]
 [24 56]]";"Sample train:[(-1, 732), (0, 318)]
RandomOverSampler train:[(-1, 732), (0, 732)]";;0 hour:0 min:58 sec
WordPhonemeFreq@1010@One;1;1;1;1;0;1;0;1;SVM;76.96;77.03;77.03;77.35;nan;nan;"              precision    recall  f1-score   support

          -1       0.80      0.72      0.76        74
           0       0.74      0.82      0.78        74

    accuracy                           0.77       148
   macro avg       0.77      0.77      0.77       148
weighted avg       0.77      0.77      0.77       148
";"[[53 13]
 [21 61]]";"Sample train:[(-1, 732), (0, 318)]
RandomOverSampler train:[(-1, 732), (0, 732)]";;0 hour:0 min:57 sec
WordPhonemeFreq@1010@All;1;1;1;1;0;1;0;0;RandomForest;92.56;92.57;92.57;92.76;nan;nan;"              precision    recall  f1-score   support

          -1       0.90      0.96      0.93        74
           0       0.96      0.89      0.92        74

    accuracy                           0.93       148
   macro avg       0.93      0.93      0.93       148
weighted avg       0.93      0.93      0.93       148
";"[[71  8]
 [ 3 66]]";"Sample train:[(-1, 732), (0, 318)]
RandomOverSampler train:[(-1, 732), (0, 732)]";;0 hour:0 min:51 sec
WordPhonemeFreq@1010@One;1;1;1;1;0;1;0;1;RandomForest;89.19;89.19;89.19;89.22;nan;nan;"              precision    recall  f1-score   support

          -1       0.88      0.91      0.89        74
           0       0.90      0.88      0.89        74

    accuracy                           0.89       148
   macro avg       0.89      0.89      0.89       148
weighted avg       0.89      0.89      0.89       148
";"[[67  9]
 [ 7 65]]";"Sample train:[(-1, 732), (0, 318)]
RandomOverSampler train:[(-1, 732), (0, 732)]";;0 hour:0 min:53 sec
WordPhonemeFreq@1011@All;1;1;1;1;0;1;1;0;SVM;71.57;71.62;71.62;71.76;nan;nan;"              precision    recall  f1-score   support

          -1       0.74      0.68      0.70        74
           0       0.70      0.76      0.73        74

    accuracy                           0.72       148
   macro avg       0.72      0.72      0.72       148
weighted avg       0.72      0.72      0.72       148
";"[[50 18]
 [24 56]]";"Sample train:[(-1, 732), (0, 318)]
RandomOverSampler train:[(-1, 732), (0, 732)]";;0 hour:0 min:58 sec
WordPhonemeFreq@1011@One;1;1;1;1;0;1;1;1;SVM;76.26;76.35;76.35;76.75;nan;nan;"              precision    recall  f1-score   support

          -1       0.80      0.70      0.75        74
           0       0.73      0.82      0.78        74

    accuracy                           0.76       148
   macro avg       0.77      0.76      0.76       148
weighted avg       0.77      0.76      0.76       148
";"[[52 13]
 [22 61]]";"Sample train:[(-1, 732), (0, 318)]
RandomOverSampler train:[(-1, 732), (0, 732)]";;0 hour:0 min:58 sec
WordPhonemeFreq@1011@All;1;1;1;1;0;1;1;0;RandomForest;89.86;89.86;89.86;89.93;nan;nan;"              precision    recall  f1-score   support

          -1       0.88      0.92      0.90        74
           0       0.92      0.88      0.90        74

    accuracy                           0.90       148
   macro avg       0.90      0.90      0.90       148
weighted avg       0.90      0.90      0.90       148
";"[[68  9]
 [ 6 65]]";"Sample train:[(-1, 732), (0, 318)]
RandomOverSampler train:[(-1, 732), (0, 732)]";;0 hour:0 min:52 sec
WordPhonemeFreq@1011@One;1;1;1;1;0;1;1;1;RandomForest;90.53;90.54;90.54;90.66;nan;nan;"              precision    recall  f1-score   support

          -1       0.88      0.93      0.91        74
           0       0.93      0.88      0.90        74

    accuracy                           0.91       148
   macro avg       0.91      0.91      0.91       148
weighted avg       0.91      0.91      0.91       148
";"[[69  9]
 [ 5 65]]";"Sample train:[(-1, 732), (0, 318)]
RandomOverSampler train:[(-1, 732), (0, 732)]";;0 hour:0 min:53 sec
WordPhonemeFreq@1100@All;1;1;1;1;1;0;0;0;SVM;71.57;71.62;71.62;71.76;nan;nan;"              precision    recall  f1-score   support

          -1       0.74      0.68      0.70        74
           0       0.70      0.76      0.73        74

    accuracy                           0.72       148
   macro avg       0.72      0.72      0.72       148
weighted avg       0.72      0.72      0.72       148
";"[[50 18]
 [24 56]]";"Sample train:[(-1, 732), (0, 318)]
RandomOverSampler train:[(-1, 732), (0, 732)]";;0 hour:1 min:0 sec
WordPhonemeFreq@1100@One;1;1;1;1;1;0;0;1;SVM;76.96;77.03;77.03;77.35;nan;nan;"              precision    recall  f1-score   support

          -1       0.80      0.72      0.76        74
           0       0.74      0.82      0.78        74

    accuracy                           0.77       148
   macro avg       0.77      0.77      0.77       148
weighted avg       0.77      0.77      0.77       148
";"[[53 13]
 [21 61]]";"Sample train:[(-1, 732), (0, 318)]
RandomOverSampler train:[(-1, 732), (0, 732)]";;0 hour:1 min:0 sec
WordPhonemeFreq@1100@All;1;1;1;1;1;0;0;0;RandomForest;90.52;90.54;90.54;90.81;nan;nan;"              precision    recall  f1-score   support

          -1       0.88      0.95      0.91        74
           0       0.94      0.86      0.90        74

    accuracy                           0.91       148
   macro avg       0.91      0.91      0.91       148
weighted avg       0.91      0.91      0.91       148
";"[[70 10]
 [ 4 64]]";"Sample train:[(-1, 732), (0, 318)]
RandomOverSampler train:[(-1, 732), (0, 732)]";;0 hour:0 min:51 sec
WordPhonemeFreq@1100@One;1;1;1;1;1;0;0;1;RandomForest;89.86;89.86;89.86;89.87;nan;nan;"              precision    recall  f1-score   support

          -1       0.89      0.91      0.90        74
           0       0.90      0.89      0.90        74

    accuracy                           0.90       148
   macro avg       0.90      0.90      0.90       148
weighted avg       0.90      0.90      0.90       148
";"[[67  8]
 [ 7 66]]";"Sample train:[(-1, 732), (0, 318)]
RandomOverSampler train:[(-1, 732), (0, 732)]";;0 hour:0 min:52 sec
WordPhonemeFreq@1101@All;1;1;1;1;1;0;1;0;SVM;71.57;71.62;71.62;71.76;nan;nan;"              precision    recall  f1-score   support

          -1       0.74      0.68      0.70        74
           0       0.70      0.76      0.73        74

    accuracy                           0.72       148
   macro avg       0.72      0.72      0.72       148
weighted avg       0.72      0.72      0.72       148
";"[[50 18]
 [24 56]]";"Sample train:[(-1, 732), (0, 318)]
RandomOverSampler train:[(-1, 732), (0, 732)]";;0 hour:0 min:58 sec
WordPhonemeFreq@1101@One;1;1;1;1;1;0;1;1;SVM;76.26;76.35;76.35;76.75;nan;nan;"              precision    recall  f1-score   support

          -1       0.80      0.70      0.75        74
           0       0.73      0.82      0.78        74

    accuracy                           0.76       148
   macro avg       0.77      0.76      0.76       148
weighted avg       0.77      0.76      0.76       148
";"[[52 13]
 [22 61]]";"Sample train:[(-1, 732), (0, 318)]
RandomOverSampler train:[(-1, 732), (0, 732)]";;0 hour:0 min:56 sec
WordPhonemeFreq@1101@All;1;1;1;1;1;0;1;0;RandomForest;90.53;90.54;90.54;90.66;nan;nan;"              precision    recall  f1-score   support

          -1       0.88      0.93      0.91        74
           0       0.93      0.88      0.90        74

    accuracy                           0.91       148
   macro avg       0.91      0.91      0.91       148
weighted avg       0.91      0.91      0.91       148
";"[[69  9]
 [ 5 65]]";"Sample train:[(-1, 732), (0, 318)]
RandomOverSampler train:[(-1, 732), (0, 732)]";;0 hour:0 min:51 sec
WordPhonemeFreq@1101@One;1;1;1;1;1;0;1;1;RandomForest;91.2;91.22;91.22;91.59;nan;nan;"              precision    recall  f1-score   support

          -1       0.88      0.96      0.92        74
           0       0.96      0.86      0.91        74

    accuracy                           0.91       148
   macro avg       0.92      0.91      0.91       148
weighted avg       0.92      0.91      0.91       148
";"[[71 10]
 [ 3 64]]";"Sample train:[(-1, 732), (0, 318)]
RandomOverSampler train:[(-1, 732), (0, 732)]";;0 hour:0 min:51 sec
WordPhonemeFreq@1110@All;1;1;1;1;1;1;0;0;SVM;71.57;71.62;71.62;71.76;nan;nan;"              precision    recall  f1-score   support

          -1       0.74      0.68      0.70        74
           0       0.70      0.76      0.73        74

    accuracy                           0.72       148
   macro avg       0.72      0.72      0.72       148
weighted avg       0.72      0.72      0.72       148
";"[[50 18]
 [24 56]]";"Sample train:[(-1, 732), (0, 318)]
RandomOverSampler train:[(-1, 732), (0, 732)]";;0 hour:0 min:59 sec
WordPhonemeFreq@1110@One;1;1;1;1;1;1;0;1;SVM;76.96;77.03;77.03;77.35;nan;nan;"              precision    recall  f1-score   support

          -1       0.80      0.72      0.76        74
           0       0.74      0.82      0.78        74

    accuracy                           0.77       148
   macro avg       0.77      0.77      0.77       148
weighted avg       0.77      0.77      0.77       148
";"[[53 13]
 [21 61]]";"Sample train:[(-1, 732), (0, 318)]
RandomOverSampler train:[(-1, 732), (0, 732)]";;0 hour:0 min:57 sec
WordPhonemeFreq@1110@All;1;1;1;1;1;1;0;0;RandomForest;88.51;88.51;88.51;88.58;nan;nan;"              precision    recall  f1-score   support

          -1       0.87      0.91      0.89        74
           0       0.90      0.86      0.88        74

    accuracy                           0.89       148
   macro avg       0.89      0.89      0.89       148
weighted avg       0.89      0.89      0.89       148
";"[[67 10]
 [ 7 64]]";"Sample train:[(-1, 732), (0, 318)]
RandomOverSampler train:[(-1, 732), (0, 732)]";;0 hour:0 min:51 sec
WordPhonemeFreq@1110@One;1;1;1;1;1;1;0;1;RandomForest;87.16;87.16;87.16;87.22;nan;nan;"              precision    recall  f1-score   support

          -1       0.86      0.89      0.87        74
           0       0.89      0.85      0.87        74

    accuracy                           0.87       148
   macro avg       0.87      0.87      0.87       148
weighted avg       0.87      0.87      0.87       148
";"[[66 11]
 [ 8 63]]";"Sample train:[(-1, 732), (0, 318)]
RandomOverSampler train:[(-1, 732), (0, 732)]";;0 hour:0 min:51 sec
